pair_index,geometry_stratum,C_img_signed,C_pe_signed,C_text_signed,A_img,A_pe,A_visual,in_V50,in_V25,G_PRE_POST
31,START|mild|lt2,0.0165666341782,-0.00784740783274,0.0115958601236,0.0165666341782,0.00784740783274,0.272015655577,True,False,-0.00563891232014
32,END|mild|lt2,0.0304314494133,-0.0141552016139,-0.0116929635406,0.0304314494133,0.0141552016139,0.445205479452,False,False,-0.00387895852327
33,END|strong|ge4,0.0727092027664,0.0170851675794,-6.38887286186e-05,0.0727092027664,0.0170851675794,0.639921722114,True,False,0.0122015886009
34,END|medium|lt2,0.000555515289307,0.0176225581672,0.00656861066818,0.000555515289307,0.0176225581672,0.194716242661,True,True,0.00222834944725
35,START|mild|lt2,0.00565803050995,-0.0832594132517,0.0155576318502,0.00565803050995,0.0832594132517,0.55675146771,False,False,0.00255116820335
36,START|medium|ge4,0.0494776368141,0.0393766695634,0.00981789827347,0.0494776368141,0.0393766695634,0.775929549902,False,False,0.0168025195599
37,END|mild|2to4,0.0190722942352,0.0102083687671,0.00617610663176,0.0190722942352,0.0102083687671,0.314090019569,True,True,-0.00238171219826
38,END|mild|2to4,0.0129533410072,-0.0159566565417,0.00243573635817,0.0129533410072,0.0159566565417,0.312133072407,True,True,-0.0015375316143
39,START|mild|2to4,0.0171490311623,0.0681686545722,0.00745603442192,0.0171490311623,0.0681686545722,0.658512720157,False,False,0.00136756896973
40,END|mild|lt2,0.0133181214333,-0.00728992628865,0.000777266919613,0.0133181214333,0.00728992628865,0.232876712329,True,True,0.00095908343792
41,START|mild|2to4,0.00318783521652,0.0265471877065,-0.00770986452699,0.00318783521652,0.0265471877065,0.300391389432,True,True,0.00384160876274
42,END|mild|lt2,-0.0019536614418,-0.0278314393945,0.0122673399746,0.0019536614418,0.0278314393945,0.304305283757,True,False,0.00142088532448
43,START|mild|lt2,0.0490437746048,0.0172405322082,0.00230149179697,0.0490437746048,0.0172405322082,0.586105675147,False,False,0.00259605795145
44,END|mild|lt2,0.0231541395187,0.0282711803447,0.00287950783968,0.0231541395187,0.0282711803447,0.526418786693,False,False,-0.00468362867832
45,START|mild|lt2,0.00737804174423,0.00500631867908,0.0183331817389,0.00737804174423,0.00500631867908,0.149706457926,True,True,-0.000453427433968
46,END|mild|lt2,0.0601137876511,0.0110247796401,0.0210963413119,0.0601137876511,0.0110247796401,0.559686888454,False,False,0.00733515620232
47,START|mild|lt2,0.043159365654,-0.0379110113718,-0.0206103995442,0.043159365654,0.0379110113718,0.739726027397,False,False,0.00307928770781
48,END|mild|2to4,0.0272572636604,0.0317001834046,0.0061481744051,0.0272572636604,0.0317001834046,0.582191780822,False,False,0.00434659421444
49,END|medium|lt2,0.0329949855804,0.0554964027833,-0.027602173388,0.0329949855804,0.0554964027833,0.752446183953,False,False,0.00253082811832
50,START|mild|lt2,0.0218894481659,0.0368677459192,-0.00959310680628,0.0218894481659,0.0368677459192,0.577299412916,False,False,-0.00364461541176
51,START|mild|2to4,0.00352150201797,0.00328791933134,-0.00178642570972,0.00352150201797,0.00328791933134,0.0792563600783,True,True,0.00582271069288
52,END|medium|lt2,0.0227761268616,-0.00833146879449,0.00804023444653,0.0227761268616,0.00833146879449,0.335616438356,True,True,-0.00104729831219
53,END|mild|lt2,0.0113704204559,-0.00961745507084,0.00901495665312,0.0113704204559,0.00961745507084,0.23385518591,True,True,-0.00730291008949
54,START|mild|2to4,-0.00796610116959,-0.0163661672268,0.000986501574516,0.00796610116959,0.0163661672268,0.267123287671,True,True,0.000954240560532
55,END|medium|2to4,0.0228627324104,-0.00356977107003,0.0162284895778,0.0228627324104,0.00356977107003,0.284735812133,True,True,-0.000294096767902
56,END|mild|lt2,0.00459969043732,0.0141851766966,0.000668618828058,0.00459969043732,0.0141851766966,0.20156555773,True,True,0.00131438672543
57,END|mild|lt2,0.00191044807434,0.0288810010534,-0.00163806602359,0.00191044807434,0.0288810010534,0.311154598826,True,False,0.00393874198198
58,END|mild|lt2,0.0081769824028,0.0299723222852,0.000288978219032,0.0081769824028,0.0299723222852,0.389432485323,False,False,0.00124427676201
