pair_id,source_shard,sample_id,original_side,zoom_band,k_start,k_end,available,full_height,signed_shift_start,latent_shift,latent_band,in_balanced_subset,content_asymmetry,m_top_pre_A,m_top_pre_B,m_top_control_A,m_top_control_B,m_top_treatment_A,m_top_treatment_B,m_bot_pre_A,m_bot_pre_B,m_bot_control_A,m_bot_control_B,m_bot_treatment_A,m_bot_treatment_B,f_top_pre_A,f_top_pre_B,f_top_control_A,f_top_control_B,f_top_treatment_A,f_top_treatment_B,f_bot_pre_A,f_bot_pre_B,f_bot_control_A,f_bot_control_B,f_bot_treatment_A,f_bot_treatment_B,i_top_C0/T0,i_top_C0/T1,i_top_C1/T0,i_top_C1/T1,i_bot_C0/T0,i_bot_C0/T1,i_bot_C1/T0,i_bot_C1/T1,i_g_C0/T0,i_g_C0/T1,i_g_C1/T0,i_g_C1/T1
238,data/1_2024/shard-000477.tar,2381503,START,mild,1,104,105,361,-51.5,3.21875,2to4,False,0.029457565000000002,0.00056196749210357666,0.00056196749210357666,-0.00067499279975891113,-0.00067499279975891113,-9.059906005859375e-05,-9.059906005859375e-05,0.0084472596645355225,0.0084472596645355225,0.008693009614944458,0.008693009614944458,0.0084772258996963501,0.0084772258996963501,0,0,0,0,0,0,0,0,0,0,0,0,0.00058439373970031738,0.00058439373970031738,0.00058439373970031738,0.00058439373970031738,-0.00021578371524810791,-0.00021578371524810791,-0.00021578371524810791,-0.00021578371524810791,0.00080017745494842529,0.00080017745494842529,0.00080017745494842529,0.00080017745494842529
239,data/1_2024/shard-000477.tar,2382503,END,mild,31,75,106,362,-22,1.375,lt2,False,0.010058358,0.00066450238227844238,0.00066450238227844238,0.00057156383991241455,0.00057156383991241455,0.0010325238108634949,0.0010325238108634949,0.00056383758783340454,0.00056383758783340454,0.00096770375967025757,0.00096770375967025757,0.00064569711685180664,0.00064569711685180664,0,0,0,0,0,0,0,0,0,0,0,0,0.00046095997095108032,0.00046095997095108032,0.00046095997095108032,0.00046095997095108032,-0.00032200664281845093,-0.00032200664281845093,-0.00032200664281845093,-0.00032200664281845093,0.00078296661376953125,0.00078296661376953125,0.00078296661376953125,0.00078296661376953125
240,data/1_2024/shard-000477.tar,2391503,START,mild,9,51,60,316,-21,1.3125,lt2,False,0.0086459520000000002,0.0050506144762039185,0.0050506144762039185,0.0049990862607955933,0.0049990862607955933,0.0060141235589981079,0.0060141235589981079,0.0018240362405776978,0.0018240362405776978,0.0020833015441894531,0.0020833015441894531,0.0016542226076126099,0.0016542226076126099,0,0,0,0,0,0,0,0,0,0,0,0,0.0010150372982025146,0.0010150372982025146,0.0010150372982025146,0.0010150372982025146,-0.00042907893657684326,-0.00042907893657684326,-0.00042907893657684326,-0.00042907893657684326,0.0014441162347793579,0.0014441162347793579,0.0014441162347793579,0.0014441162347793579
241,data/1_2024/shard-000477.tar,2393375,END,mild,16,90,106,362,-37,2.3125,2to4,True,0.0073071459999999996,0.0016771256923675537,0.001632392406463623,0.0021889805793762207,0.0021607279777526855,0.0020639151334762573,0.0020656734704971313,0.0069210976362228394,0.0069457441568374634,0.0073204636573791504,0.0073432624340057373,0.0071499645709991455,0.0071349591016769409,5.6624412536621094e-06,2.4512410163879395e-05,3.2782554626464844e-07,-4.2021274566650391e-05,1.9073486328125e-05,1.7583370208740234e-06,-5.3465366363525391e-05,-2.8818845748901367e-05,-2.9444694519042969e-05,-4.2498111724853516e-05,-4.1723251342773438e-06,-1.3783574104309082e-05,-0.00014381110668182373,-0.00012473762035369873,-0.00015790760517120361,-0.00013883411884307861,-0.00019577145576477051,-0.00020116567611694336,-0.00023162364959716797,-0.00023701786994934082,5.1960349082946777e-05,7.6428055763244629e-05,7.3716044425964355e-05,9.8183751106262207e-05
242,data/1_2024/shard-000477.tar,2400375,END,mild,27,58,85,341,-15.5,0.96875,lt2,True,0.001416598,0.00059486925601959229,0.00061099231243133545,2.2001564502716064e-05,2.2001564502716064e-05,0.00017326325178146362,0.00014009326696395874,0.00052189826965332031,0.0005626976490020752,0.00026420503854751587,0.0002374500036239624,4.7922134399414062e-05,5.8904290199279785e-05,0,0,0,0,2.7060508728027344e-05,-1.1846423149108887e-05,-1.4819204807281494e-05,0,9.6112489700317383e-07,-2.6419758796691895e-05,-4.7519803047180176e-05,-1.6480684280395508e-05,0.00012420117855072021,0.00012993812561035156,0.00012420117855072021,0.00012993812561035156,-0.00016780197620391846,-0.0001878589391708374,-0.00016842782497406006,-0.000188484787940979,0.00029200315475463867,0.00031779706478118896,0.00029262900352478027,0.00031842291355133057
243,data/1_2024/shard-000477.tar,2429375,END,medium,21,133,154,410,-56,3.5,2to4,False,0.020159587,0.0014077313244342804,0.0014077313244342804,0.0016597956418991089,0.0016597956418991089,0.001932341605424881,0.001932341605424881,0.00029958412051200867,0.00029958412051200867,7.3477625846862793e-05,7.3477625846862793e-05,0.00019920617341995239,0.00019920617341995239,0,0,0,0,0,0,0,0,0,0,0,0,0.00027254596352577209,0.00027254596352577209,0.00027254596352577209,0.00027254596352577209,0.0001257285475730896,0.0001257285475730896,0.0001257285475730896,0.0001257285475730896,0.0001468174159526825,0.0001468174159526825,0.0001468174159526825,0.0001468174159526825
244,data/1_2024/shard-000477.tar,2437503,START,medium,35,79,114,370,-22,1.375,lt2,False,0.0097290350000000005,0.001674845814704895,0.001674845814704895,0.0019805729389190674,0.0019805729389190674,0.0018154829740524292,0.0018154829740524292,-9.7304582595825195e-05,-9.7304582595825195e-05,-0.00015076994895935059,-0.00015076994895935059,-0.00071249902248382568,-0.00071249902248382568,0,0,0,0,0,0,0,0,0,0,0,0,-0.00016508996486663818,-0.00016508996486663818,-0.00016508996486663818,-0.00016508996486663818,-0.0005617290735244751,-0.0005617290735244751,-0.0005617290735244751,-0.0005617290735244751,0.00039663910865783691,0.00039663910865783691,0.00039663910865783691,0.00039663910865783691
245,data/1_2024/shard-000477.tar,2439503,END,mild,1,67,68,324,-33,2.0625,2to4,False,0.017202199000000001,0.0047071725130081177,0.0047071725130081177,0.0045916289091110229,0.0045916289091110229,0.0039862394332885742,0.0039862394332885742,0.00091642141342163086,0.00091642141342163086,-0.00087149441242218018,-0.00087149441242218018,0.00027859210968017578,0.00027859210968017578,0,0,0,0,0,0,0,0,0,0,0,0,-0.00060538947582244873,-0.00060538947582244873,-0.00060538947582244873,-0.00060538947582244873,0.001150086522102356,0.001150086522102356,0.001150086522102356,0.001150086522102356,-0.0017554759979248047,-0.0017554759979248047,-0.0017554759979248047,-0.0017554759979248047
246,data/1_2024/shard-000477.tar,2443375,START,mild,15,70,85,341,-27.5,1.71875,lt2,False,0.016260650000000001,0.0012652724981307983,0.0012652724981307983,0.001325756311416626,0.001325756311416626,0.00077378749847412109,0.00077378749847412109,0.0041637420654296875,0.0041637420654296875,0.003764912486076355,0.003764912486076355,0.003833770751953125,0.003833770751953125,0,0,0,0,0,0,0,0,0,0,0,0,-0.00055196881294250488,-0.00055196881294250488,-0.00055196881294250488,-0.00055196881294250488,6.885826587677002e-05,6.885826587677002e-05,6.885826587677002e-05,6.885826587677002e-05,-0.0006208270788192749,-0.0006208270788192749,-0.0006208270788192749,-0.0006208270788192749
247,data/1_2024/shard-000477.tar,2457503,START,mild,13,97,110,366,-42,2.625,2to4,True,0.0075174049999999996,-0.0013408288359642029,-0.0013408288359642029,-0.0016167238354682922,-0.0016167238354682922,-0.0017019361257553101,-0.0017019361257553101,0.00059343874454498291,0.00059343874454498291,0.002332739531993866,0.002332739531993866,0.00023546069860458374,0.00023546069860458374,0,0,0,0,0,0,0,0,0,0,0,0,-8.5212290287017822e-05,-8.5212290287017822e-05,-8.5212290287017822e-05,-8.5212290287017822e-05,-0.0020972788333892822,-0.0020972788333892822,-0.0020972788333892822,-0.0020972788333892822,0.0020120665431022644,0.0020120665431022644,0.0020120665431022644,0.0020120665431022644
248,data/1_2024/shard-000477.tar,2492375,START,mild,4,101,105,361,-48.5,3.03125,2to4,False,0.010276541,0.0043294131755828857,0.0043294131755828857,0.0050057321786880493,0.0050057321786880493,0.0048367530107498169,0.0048367530107498169,0.0028567314147949219,0.0028567314147949219,0.0031926631927490234,0.0031926631927490234,0.0023090988397598267,0.0023090988397598267,0,0,0,0,0,0,0,0,0,0,0,0,-0.00016897916793823242,-0.00016897916793823242,-0.00016897916793823242,-0.00016897916793823242,-0.00088356435298919678,-0.00088356435298919678,-0.00088356435298919678,-0.00088356435298919678,0.00071458518505096436,0.00071458518505096436,0.00071458518505096436,0.00071458518505096436
249,data/1_2024/shard-000477.tar,2496375,END,medium,10,106,116,372,-48,3,2to4,True,0.00063509500000000002,0.0015878602862358093,0.0015878602862358093,0.0017074421048164368,0.0017074421048164368,0.0018118247389793396,0.0018118247389793396,0.0065959170460700989,0.0065959170460700989,0.0035480931401252747,0.0035480931401252747,0.0059325695037841797,0.0059325695037841797,0,0,0,0,0,0,0,0,0,0,0,0,0.00010438263416290283,0.00010438263416290283,0.00010438263416290283,0.00010438263416290283,0.002384476363658905,0.002384476363658905,0.002384476363658905,0.002384476363658905,-0.0022800937294960022,-0.0022800937294960022,-0.0022800937294960022,-0.0022800937294960022
250,data/1_2024/shard-000477.tar,2500503,START,medium,42,110,152,408,-34,2.125,2to4,True,0.0055815989999999996,0.0045912414789199829,0.0045912414789199829,0.0055123269557952881,0.0054700374603271484,0.0051938295364379883,0.0051938295364379883,0.0012699514627456665,0.0013217926025390625,0.0011044889688491821,0.0011277049779891968,0.00069487094879150391,0.00069075822830200195,0,0,0,0,0,0,2.1308660507202148e-06,-1.4901161193847656e-07,-8.2999467849731445e-06,2.5361776351928711e-05,0,0,-0.0003184974193572998,-0.0003184974193572998,-0.00027620792388916016,-0.00027620792388916016,-0.00041791796684265137,-0.00042203068733215332,-0.00040747225284576416,-0.00041158497333526611,9.9420547485351562e-05,0.00010353326797485352,0.000131264328956604,0.00013537704944610596
251,data/1_2024/shard-000477.tar,2526375,START,medium,24,91,115,371,-33.5,2.09375,2to4,False,0.015498385,0.00071255862712860107,0.00071255862712860107,-0.00098268687725067139,-0.00098268687725067139,0.0013762339949607849,0.0013762339949607849,5.9083104133605957e-05,5.9083104133605957e-05,0.0016760379076004028,0.0016760379076004028,0.0013558864593505859,0.0013558864593505859,0,0,0,0,0,0,0,0,0,0,0,0,0.0023589208722114563,0.0023589208722114563,0.0023589208722114563,0.0023589208722114563,-0.00032015144824981689,-0.00032015144824981689,-0.00032015144824981689,-0.00032015144824981689,0.0026790723204612732,0.0026790723204612732,0.0026790723204612732,0.0026790723204612732
252,data/1_2024/shard-000477.tar,2529375,END,mild,10,60,70,326,-25,1.5625,lt2,True,0.001500316,0.00085524469614028931,0.00085524469614028931,0.00058597326278686523,0.00058597326278686523,0.0014824122190475464,0.0014824122190475464,-0.0050936117768287659,-0.0050936117768287659,-0.0040488764643669128,-0.0040488764643669128,-0.0043262317776679993,-0.0043262317776679993,0,0,0,0,0,0,0,0,0,0,0,0,0.00089643895626068115,0.00089643895626068115,0.00089643895626068115,0.00089643895626068115,-0.00027735531330108643,-0.00027735531330108643,-0.00027735531330108643,-0.00027735531330108643,0.0011737942695617676,0.0011737942695617676,0.0011737942695617676,0.0011737942695617676
253,data/1_2024/shard-000477.tar,2533375,START,medium,7,150,157,413,-71.5,4.46875,ge4,False,0.034976222000000001,0.0027481243014335632,0.0027481243014335632,0.0018887370824813843,0.0018887370824813843,0.0018466562032699585,0.0018466562032699585,-0.001791439950466156,-0.001791439950466156,-0.0022931024432182312,-0.0022931024432182312,-0.0035327151417732239,-0.0035327151417732239,0,0,0,0,0,0,0,0,0,0,0,0,-4.2080879211425781e-05,-4.2080879211425781e-05,-4.2080879211425781e-05,-4.2080879211425781e-05,-0.0012396126985549927,-0.0012396126985549927,-0.0012396126985549927,-0.0012396126985549927,0.0011975318193435669,0.0011975318193435669,0.0011975318193435669,0.0011975318193435669
254,data/1_2024/shard-000477.tar,2534503,END,mild,8,100,108,364,-46,2.875,2to4,True,0.003671583,0.0021837055683135986,0.0021837055683135986,0.0013140812516212463,0.0013062953948974609,0.0025199428200721741,0.0025369226932525635,0.0010740160942077637,0.0010740160942077637,0.00073715299367904663,0.00083186477422714233,0.0023402199149131775,0.0023402199149131775,0,0,-4.552304744720459e-06,-1.449882984161377e-05,0,0,0,0,1.8104910850524902e-06,0,0,0,0.0012013092637062073,0.0012182891368865967,0.0011991485953330994,0.0012161284685134888,0.0016048774123191833,0.0016048774123191833,0.0015083551406860352,0.0015083551406860352,-0.00040356814861297607,-0.00038658827543258667,-0.00030920654535293579,-0.00029222667217254639
255,data/1_2024/shard-000477.tar,2555503,END,mild,9,60,69,325,-25.5,1.59375,lt2,True,0.0069286299999999999,0.0013157278299331665,0.0013157278299331665,0.0011552423238754272,0.0011552423238754272,0.0013832151889801025,0.0013832151889801025,0.0015480369329452515,0.0015480369329452515,0.0012927651405334473,0.0012927651405334473,0.0020581036806106567,0.0020581036806106567,0,0,0,0,0,0,0,0,0,0,0,0,0.00022797286510467529,0.00022797286510467529,0.00022797286510467529,0.00022797286510467529,0.00076533854007720947,0.00076533854007720947,0.00076533854007720947,0.00076533854007720947,-0.00053736567497253418,-0.00053736567497253418,-0.00053736567497253418,-0.00053736567497253418
256,data/1_2024/shard-000477.tar,2557503,END,mild,19,87,106,362,-34,2.125,2to4,True,0.0082063599999999993,-0.00080982595682144165,-0.00080982595682144165,-0.00044498592615127563,-0.00044498592615127563,-0.0011496096849441528,-0.0011496096849441528,0.003867127001285553,0.003867127001285553,0.001736178994178772,0.001736178994178772,0.0032691508531570435,0.0032691508531570435,0,0,0,0,0,0,0,0,0,0,0,0,-0.0007046237587928772,-0.0007046237587928772,-0.0007046237587928772,-0.0007046237587928772,0.0015329718589782715,0.0015329718589782715,0.0015329718589782715,0.0015329718589782715,-0.0022375956177711487,-0.0022375956177711487,-0.0022375956177711487,-0.0022375956177711487
257,data/1_2024/shard-000477.tar,2581503,START,mild,12,90,102,358,-39,2.4375,2to4,True,0.0025790040000000002,0.0008627772331237793,0.0008627772331237793,5.747377872467041e-05,5.747377872467041e-05,0.0014749094843864441,0.0014749094843864441,0.0043849050998687744,0.0043849050998687744,0.0051823630928993225,0.0051823630928993225,0.003982052206993103,0.003982052206993103,0,0,0,0,0,0,0,0,0,0,0,0,0.0014174357056617737,0.0014174357056617737,0.0014174357056617737,0.0014174357056617737,-0.0012003108859062195,-0.0012003108859062195,-0.0012003108859062195,-0.0012003108859062195,0.0026177465915679932,0.0026177465915679932,0.0026177465915679932,0.0026177465915679932
258,data/1_2024/shard-000477.tar,2587375,END,medium,26,90,116,372,-32,2,2to4,True,0.0075735150000000003,0.0025641992688179016,0.0025641992688179016,0.0022375434637069702,0.0022375434637069702,0.0026938542723655701,0.0026938542723655701,0.0023847967386245728,0.0023847967386245728,0.0021089613437652588,0.0021089613437652588,0.0026505142450332642,0.0026505142450332642,0,0,0,0,0,0,0,0,0,0,0,0,0.00045631080865859985,0.00045631080865859985,0.00045631080865859985,0.00045631080865859985,0.00054155290126800537,0.00054155290126800537,0.00054155290126800537,0.00054155290126800537,-8.5242092609405518e-05,-8.5242092609405518e-05,-8.5242092609405518e-05,-8.5242092609405518e-05
259,data/1_2024/shard-000477.tar,2592503,END,mild,7,99,106,362,-46,2.875,2to4,False,0.021903358000000001,-0.00080320239067077637,-0.00080320239067077637,-0.0010416358709335327,-0.0010416358709335327,-0.001148812472820282,-0.001148812472820282,0.0097513496875762939,0.0097513496875762939,0.0091220885515213013,0.0091220885515213013,0.010084904730319977,0.010084904730319977,0,0,0,0,0,0,0,0,0,0,0,0,-0.00010717660188674927,-0.00010717660188674927,-0.00010717660188674927,-0.00010717660188674927,0.00096281617879867554,0.00096281617879867554,0.00096281617879867554,0.00096281617879867554,-0.0010699927806854248,-0.0010699927806854248,-0.0010699927806854248,-0.0010699927806854248
260,data/1_2024/shard-000477.tar,2636503,END,mild,12,94,106,362,-41,2.5625,2to4,True,0.001917027,0.0051520317792892456,0.0051520317792892456,0.0045924186706542969,0.0045924186706542969,0.0050024986267089844,0.0050024986267089844,0.006745457649230957,0.006745457649230957,0.005971863865852356,0.005971863865852356,0.0067129731178283691,0.0067129731178283691,0,0,0,0,0,0,0,0,0,0,0,0,0.0004100799560546875,0.0004100799560546875,0.0004100799560546875,0.0004100799560546875,0.00074110925197601318,0.00074110925197601318,0.00074110925197601318,0.00074110925197601318,-0.00033102929592132568,-0.00033102929592132568,-0.00033102929592132568,-0.00033102929592132568
261,data/1_2024/shard-000477.tar,2644375,END,mild,0,106,106,362,-53,3.3125,2to4,True,0.0053376179999999997,0.0059457942843437195,0.0059457942843437195,0.0066857859492301941,0.0066857859492301941,0.0063563510775566101,0.0063563510775566101,0.020513802766799927,0.020513802766799927,0.026643447577953339,0.026643447577953339,0.018427528440952301,0.018427528440952301,0,0,0,0,0,0,0,0,0,0,0,0,-0.00032943487167358398,-0.00032943487167358398,-0.00032943487167358398,-0.00032943487167358398,-0.0082159191370010376,-0.0082159191370010376,-0.0082159191370010376,-0.0082159191370010376,0.0078864842653274536,0.0078864842653274536,0.0078864842653274536,0.0078864842653274536
262,data/1_2024/shard-000477.tar,2646503,END,strong,22,191,213,469,-84.5,5.28125,ge4,True,0.0067048450000000001,0.0015576779842376709,0.0015576779842376709,0.0012890398502349854,0.0012890398502349854,0.0019676238298416138,0.0019676238298416138,0.0047348439693450928,0.0047348439693450928,0.0056705847382545471,0.0056705847382545471,0.0048224478960037231,0.0048224478960037231,0,0,0,0,0,0,0,0,0,0,0,0,0.00067858397960662842,0.00067858397960662842,0.00067858397960662842,0.00067858397960662842,-0.00084813684225082397,-0.00084813684225082397,-0.00084813684225082397,-0.00084813684225082397,0.0015267208218574524,0.0015267208218574524,0.0015267208218574524,0.0015267208218574524
263,data/1_2024/shard-000477.tar,2647375,END,mild,9,96,105,361,-43.5,2.71875,2to4,False,0.011295728,0.00044343248009681702,0.00044343248009681702,0.00033187493681907654,0.00033187493681907654,-0.00030354037880897522,-0.00030354037880897522,0.0008023679256439209,0.0008023679256439209,0.0013063587248325348,0.0013063587248325348,0.00092217698693275452,0.00092217698693275452,0,0,0,0,0,0,0,0,0,0,0,0,-0.00063541531562805176,-0.00063541531562805176,-0.00063541531562805176,-0.00063541531562805176,-0.00038418173789978027,-0.00038418173789978027,-0.00038418173789978027,-0.00038418173789978027,-0.00025123357772827148,-0.00025123357772827148,-0.00025123357772827148,-0.00025123357772827148
264,data/1_2024/shard-000477.tar,2663503,START,mild,20,51,71,327,-15.5,0.96875,lt2,True,0.001628399,-0.00039981305599212646,-0.00039981305599212646,-0.00063113868236541748,-0.00063113868236541748,-0.00017790496349334717,-0.00017790496349334717,0.0013938769698143005,0.0013938769698143005,0.00038389861583709717,0.00038389861583709717,0.00061737000942230225,0.00061737000942230225,0,0,0,0,0,0,0,0,0,0,0,0,0.00045323371887207031,0.00045323371887207031,0.00045323371887207031,0.00045323371887207031,0.00023347139358520508,0.00023347139358520508,0.00023347139358520508,0.00023347139358520508,0.00021976232528686523,0.00021976232528686523,0.00021976232528686523,0.00021976232528686523
265,data/1_2024/shard-000477.tar,2680503,END,mild,15,62,77,333,-23.5,1.46875,lt2,False,0.011018152999999999,-0.0012356042861938477,-0.0012356042861938477,-0.001591607928276062,-0.001591607928276062,-0.00073746964335441589,-0.00073746964335441589,0.0025264732539653778,0.0025264732539653778,0.0023342296481132507,0.0023342296481132507,0.0030263364315032959,0.0030263364315032959,0,0,0,0,0,0,0,0,0,0,0,0,0.00085413828492164612,0.00085413828492164612,0.00085413828492164612,0.00085413828492164612,0.00069210678339004517,0.00069210678339004517,0.00069210678339004517,0.00069210678339004517,0.00016203150153160095,0.00016203150153160095,0.00016203150153160095,0.00016203150153160095
266,data/1_2024/shard-000477.tar,2692375,START,mild,30,76,106,362,-23,1.4375,lt2,True,0.0065837949999999999,-0.00037716329097747803,-0.00037716329097747803,-0.00063191354274749756,-0.00063191354274749756,-0.00021621584892272949,-0.00021621584892272949,-0.0012012720108032227,-0.0012012720108032227,-0.00044913589954376221,-0.00044913589954376221,-0.00088259577751159668,-0.00088259577751159668,0,0,0,0,0,0,0,0,0,0,0,0,0.00041569769382476807,0.00041569769382476807,0.00041569769382476807,0.00041569769382476807,-0.00043345987796783447,-0.00043345987796783447,-0.00043345987796783447,-0.00043345987796783447,0.00084915757179260254,0.00084915757179260254,0.00084915757179260254,0.00084915757179260254
267,data/1_2024/shard-000477.tar,2698503,END,strong,47,272,319,575,-112.5,7.03125,ge4,True,0.0059560910000000002,0.0010089576244354248,0.0010089576244354248,7.9944729804992676e-06,7.9944729804992676e-06,0.00098736584186553955,0.00098736584186553955,0.00086173415184020996,0.00086173415184020996,0.00050830841064453125,0.00050830841064453125,0.001201968640089035,0.001201968640089035,0,0,0,0,0,0,0,0,0,0,0,0,0.00097937136888504028,0.00097937136888504028,0.00097937136888504028,0.00097937136888504028,0.00069366022944450378,0.00069366022944450378,0.00069366022944450378,0.00069366022944450378,0.0002857111394405365,0.0002857111394405365,0.0002857111394405365,0.0002857111394405365
268,data/1_2024/shard-000477.tar,2699503,START,mild,18,89,107,363,-35.5,2.21875,2to4,True,0.0068156199999999997,0.0031379908323287964,0.0031379908323287964,0.0021146088838577271,0.0021146088838577271,0.0028859078884124756,0.0028859078884124756,0.0019934028387069702,0.0019934028387069702,0.0013851672410964966,0.0013851672410964966,0.0014103949069976807,0.0014103949069976807,0,0,0,0,0,0,0,0,0,0,0,0,0.00077129900455474854,0.00077129900455474854,0.00077129900455474854,0.00077129900455474854,2.5227665901184082e-05,2.5227665901184082e-05,2.5227665901184082e-05,2.5227665901184082e-05,0.00074607133865356445,0.00074607133865356445,0.00074607133865356445,0.00074607133865356445
269,data/1_2024/shard-000477.tar,2709375,START,strong,44,174,218,474,-65,4.0625,ge4,False,0.033506371,0.0031026750802993774,0.0031026750802993774,0.0032273381948471069,0.0032273381948471069,0.0031902939081192017,0.0031902939081192017,0.025316730141639709,0.025316730141639709,0.025902524590492249,0.025902524590492249,0.025308862328529358,0.025308862328529358,0,0,0,0,0,0,0,0,0,0,0,0,-3.7044286727905273e-05,-3.7044286727905273e-05,-3.7044286727905273e-05,-3.7044286727905273e-05,-0.00059366226196289062,-0.00059366226196289062,-0.00059366226196289062,-0.00059366226196289062,0.00055661797523498535,0.00055661797523498535,0.00055661797523498535,0.00055661797523498535
270,data/1_2024/shard-000477.tar,2727375,START,mild,3,65,68,324,-31,1.9375,lt2,False,0.012420323,0.0057577937841415405,0.0057577937841415405,0.0065511018037796021,0.0065511018037796021,0.0062083303928375244,0.0062083303928375244,0.0033302754163742065,0.0033302754163742065,0.0033266842365264893,0.0033266842365264893,0.0025844573974609375,0.0025844573974609375,0,0,0,0,0,0,0,0,0,0,0,0,-0.00034277141094207764,-0.00034277141094207764,-0.00034277141094207764,-0.00034277141094207764,-0.00074222683906555176,-0.00074222683906555176,-0.00074222683906555176,-0.00074222683906555176,0.00039945542812347412,0.00039945542812347412,0.00039945542812347412,0.00039945542812347412
271,data/1_2024/shard-000477.tar,2728503,END,mild,28,68,96,352,-20,1.25,lt2,True,0.0027383709999999999,0.0001255720853805542,0.0001255720853805542,-1.3321638107299805e-05,-1.3321638107299805e-05,0.00013186037540435791,0.00013186037540435791,-0.0013196617364883423,-0.0013196617364883423,-0.0014569312334060669,-0.0014569312334060669,-0.0013582408428192139,-0.0013582408428192139,0,0,0,0,0,0,0,0,0,0,0,0,0.00014518201351165771,0.00014518201351165771,0.00014518201351165771,0.00014518201351165771,9.8690390586853027e-05,9.8690390586853027e-05,9.8690390586853027e-05,9.8690390586853027e-05,4.6491622924804688e-05,4.6491622924804688e-05,4.6491622924804688e-05,4.6491622924804688e-05
272,data/1_2024/shard-000477.tar,2737375,START,medium,29,163,192,448,-67,4.1875,ge4,False,0.014778767,0.0051217153668403625,0.0051217153668403625,0.0012623146176338196,0.0012623146176338196,0.0030967444181442261,0.0030967444181442261,0.0024172961711883545,0.0024172961711883545,0.0047524869441986084,0.0047524869441986084,0.0025218427181243896,0.0025218427181243896,0,0,0,0,0,0,0,0,0,0,0,0,0.0018344298005104065,0.0018344298005104065,0.0018344298005104065,0.0018344298005104065,-0.0022306442260742188,-0.0022306442260742188,-0.0022306442260742188,-0.0022306442260742188,0.0040650740265846252,0.0040650740265846252,0.0040650740265846252,0.0040650740265846252
273,data/1_2024/shard-000477.tar,2745503,START,mild,16,52,68,324,-18,1.125,lt2,False,0.022194485999999999,-0.00045478343963623047,-0.00045478343963623047,-0.00072608888149261475,-0.00072608888149261475,-0.00079788267612457275,-0.00079788267612457275,0.00030160695314407349,0.00030160695314407349,0.00014659762382507324,0.00014659762382507324,0.0005358085036277771,0.0005358085036277771,0,0,0,0,0,0,0,0,0,0,0,0,-7.1793794631958008e-05,-7.1793794631958008e-05,-7.1793794631958008e-05,-7.1793794631958008e-05,0.00038921087980270386,0.00038921087980270386,0.00038921087980270386,0.00038921087980270386,-0.00046100467443466187,-0.00046100467443466187,-0.00046100467443466187,-0.00046100467443466187
274,data/1_2024/shard-000477.tar,2755503,END,strong,38,217,255,511,-89.5,5.59375,ge4,True,0.0019216019999999999,-0.00096021592617034912,-0.00096021592617034912,-0.00047273561358451843,-0.00047273561358451843,-0.0010675787925720215,-0.0010675787925720215,0.0017081312835216522,0.0017081312835216522,0.0011511817574501038,0.0011511817574501038,0.0014179088175296783,0.0014179088175296783,0,0,0,0,0,0,0,0,0,0,0,0,-0.00059484317898750305,-0.00059484317898750305,-0.00059484317898750305,-0.00059484317898750305,0.00026672706007957458,0.00026672706007957458,0.00026672706007957458,0.00026672706007957458,-0.00086157023906707764,-0.00086157023906707764,-0.00086157023906707764,-0.00086157023906707764
275,data/1_2024/shard-000477.tar,2764503,START,mild,10,92,102,358,-41,2.5625,2to4,True,0.0041677650000000004,-0.0029352009296417236,-0.0029352009296417236,-0.0026686117053031921,-0.0026686117053031921,-0.002014845609664917,-0.002014845609664917,0.0034515783190727234,0.0034515783190727234,0.0065408796072006226,0.0065408796072006226,0.0028242319822311401,0.0028242319822311401,0,0,0,0,0,0,0,0,0,0,0,0,0.00065376609563827515,0.00065376609563827515,0.00065376609563827515,0.00065376609563827515,-0.0037166476249694824,-0.0037166476249694824,-0.0037166476249694824,-0.0037166476249694824,0.0043704137206077576,0.0043704137206077576,0.0043704137206077576,0.0043704137206077576
276,data/1_2024/shard-000477.tar,2766503,END,mild,9,97,106,362,-44,2.75,2to4,False,0.022166847999999999,0.0015678927302360535,0.0015678927302360535,0.0017782226204872131,0.0017782226204872131,0.0021436139941215515,0.0021436139941215515,-0.0015490129590034485,-0.0015490129590034485,0.0003034546971321106,0.0003034546971321106,-0.0010426193475723267,-0.0010426193475723267,0,0,0,0,0,0,0,0,0,0,0,0,0.00036539137363433838,0.00036539137363433838,0.00036539137363433838,0.00036539137363433838,-0.0013460740447044373,-0.0013460740447044373,-0.0013460740447044373,-0.0013460740447044373,0.0017114654183387756,0.0017114654183387756,0.0017114654183387756,0.0017114654183387756
277,data/1_2024/shard-000477.tar,2798375,END,mild,5,64,69,325,-29.5,1.84375,lt2,False,0.015010264000000001,0.0023815184831619263,0.0023815184831619263,0.0022338032722473145,0.0022338032722473145,0.0021070688962936401,0.0021070688962936401,-0.00042982399463653564,-0.00042982399463653564,0.00016786158084869385,0.00016786158084869385,-0.00077337026596069336,-0.00077337026596069336,0,0,0,0,0,0,0,0,0,0,0,0,-0.00012673437595367432,-0.00012673437595367432,-0.00012673437595367432,-0.00012673437595367432,-0.00094123184680938721,-0.00094123184680938721,-0.00094123184680938721,-0.00094123184680938721,0.00081449747085571289,0.00081449747085571289,0.00081449747085571289,0.00081449747085571289
