unit,cohort,sample_id,source_shard,target,orientation,zoom,latent_shift,norm_offset,pixel_shift,opp_na,strict_identity,PRE_L_CORRECT,PRE_L_IDENTITY,PRE_M_IDENTITY,PRE_M_OPPOSITE,PRE_M_SHUFFLED,PRE_S_OPPOSITE_relrms,PRE_best3,MID_L_CORRECT,MID_L_IDENTITY,MID_M_IDENTITY,MID_M_OPPOSITE,MID_M_SHUFFLED,MID_S_OPPOSITE_relrms,MID_best3,POST_L_CORRECT,POST_L_IDENTITY,POST_M_IDENTITY,POST_M_OPPOSITE,POST_M_SHUFFLED,POST_S_OPPOSITE_relrms,POST_best3
0,camera,10470356,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2183,2.938,0.1210,-47.0,0,0,0.566798,0.563892,-0.002906,0.000698,-0.004045,0.080132,0.000,0.559032,0.560085,0.001053,0.001218,-0.000678,0.047628,0.250,0.558467,0.561149,0.002681,0.004627,0.000428,0.048279,0.750
1,camera,10223835,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2374,2.250,0.7647,36.0,0,0,0.637478,0.636021,-0.001457,-0.001766,-0.001333,0.089582,0.250,0.634140,0.637503,0.003363,0.000166,0.001499,0.059285,0.500,0.632763,0.637138,0.004375,0.000869,0.000280,0.059098,0.500
2,camera,10086840,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2103,3.156,0.0756,-50.5,0,0,0.482539,0.476172,-0.006367,-0.004467,-0.007633,0.102674,0.000,0.481654,0.479118,-0.002536,-0.002455,-0.001597,0.071825,0.000,0.480036,0.479770,-0.000266,-0.000766,0.000197,0.068297,0.000
3,camera,10378955,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1541,2.281,0.0706,-36.5,0,0,0.662885,0.660708,-0.002177,0.003927,0.000448,0.084265,0.000,0.658459,0.655517,-0.002943,0.006140,0.000541,0.079501,0.000,0.659557,0.656084,-0.003473,0.002126,0.001364,0.068213,0.500
4,camera,10466106,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2055,0.562,0.4224,-9.0,0,0,0.546588,0.547915,0.001327,-0.000076,0.008978,0.010918,0.250,0.546556,0.548122,0.001566,0.000052,0.001150,0.010476,0.250,0.547086,0.548005,0.000919,0.000072,0.001338,0.009826,0.500
5,camera,10289991,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2247,3.750,0.0312,-60.0,0,0,0.439656,0.430872,-0.008784,0.004794,-0.004724,0.119076,0.000,0.432611,0.431296,-0.001315,0.010666,0.005224,0.073311,0.250,0.430949,0.430896,-0.000053,0.012265,0.006576,0.072317,0.250
6,camera,10255407,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,3.000,0.9528,48.0,0,0,0.617125,0.614012,-0.003113,0.002048,-0.003519,0.081744,0.000,0.616771,0.614087,-0.002685,-0.002665,-0.004105,0.065395,0.000,0.617702,0.615653,-0.002049,-0.002725,-0.003445,0.071329,0.000
7,camera,10533759,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.4087,2.188,0.3611,-35.0,0,0,0.644073,0.630917,-0.013156,0.002876,-0.012806,0.042146,0.000,0.633813,0.630404,-0.003409,0.001252,-0.003379,0.030464,0.000,0.634286,0.632365,-0.001921,0.002129,-0.000136,0.028690,0.250
8,camera,10240863,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1558,0.000,0.5000,0.0,1,0,0.366225,0.371876,0.005650,,-0.000596,,0.250,0.366332,0.379431,0.013099,,-0.001485,,0.500,0.359998,0.370136,0.010138,,-0.000724,,0.500
9,camera,10217618,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2900,4.438,0.9176,71.0,0,0,0.378699,0.380944,0.002245,0.016807,-0.003562,0.146020,0.250,0.374397,0.378820,0.004423,0.006609,-0.000853,0.068776,0.500,0.374657,0.377417,0.002760,0.005160,-0.000925,0.067321,0.500
10,camera,10217497,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2469,1.500,0.3310,-24.0,0,0,0.322142,0.322229,0.000087,-0.002177,-0.002865,0.039260,0.250,0.321607,0.322618,0.001011,-0.002494,-0.002424,0.031349,0.250,0.318590,0.319639,0.001049,-0.000955,-0.000897,0.027919,0.250
11,camera,10214722,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1842,2.844,0.0583,-45.5,0,0,0.628759,0.626317,-0.002442,0.001364,-0.001126,0.073649,0.250,0.626210,0.627853,0.001643,0.003176,0.001750,0.055544,0.500,0.626643,0.627662,0.001019,0.002977,0.000602,0.052926,0.500
12,camera,10384040,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2006,2.469,0.1504,-39.5,0,0,0.514492,0.509740,-0.004752,-0.002199,0.002568,0.057407,0.000,0.511044,0.509470,-0.001573,-0.001320,0.000654,0.034920,0.000,0.510783,0.510232,-0.000550,0.000134,0.001175,0.037334,0.250
13,camera,10540670,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,2.688,0.9057,43.0,0,0,0.621531,0.621898,0.000367,0.007084,0.001411,0.086653,0.250,0.619512,0.622314,0.002803,0.005516,0.003113,0.064344,0.750,0.615223,0.619723,0.004500,0.006500,0.004777,0.062563,0.750
14,camera,9984151,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1726,1.000,0.6667,16.0,0,0,0.574133,0.573810,-0.000322,0.001167,0.000779,0.033862,0.250,0.573923,0.573701,-0.000222,0.001343,0.000276,0.030596,0.250,0.573488,0.573361,-0.000127,0.001885,0.000737,0.031158,0.500
15,camera,10311460,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2216,2.188,0.2222,-35.0,0,0,0.713470,0.714462,0.000992,0.000661,-0.001080,0.061985,0.250,0.711108,0.714961,0.003853,0.003530,0.001295,0.055826,0.750,0.711500,0.713866,0.002366,0.002961,0.000905,0.054803,0.750
16,camera,10132939,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1875,0.469,0.4286,-7.5,0,0,0.369295,0.369417,0.000121,-0.000513,0.009792,0.013823,0.000,0.367895,0.368718,0.000823,-0.000136,0.001142,0.012643,0.000,0.367774,0.368755,0.000981,-0.000294,0.000985,0.012495,0.000
17,camera,10432683,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1759,0.188,0.5306,3.0,0,0,0.173590,0.174017,0.000427,0.000105,0.004745,0.016672,0.250,0.170051,0.173198,0.003148,0.000191,0.000758,0.007908,0.750,0.170937,0.173062,0.002125,0.000106,0.000286,0.006975,0.250
18,camera,10210810,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1541,0.531,0.4000,-8.5,0,0,0.666725,0.664267,-0.002458,0.000095,-0.000351,0.024790,0.000,0.664268,0.664675,0.000407,-0.000246,-0.000436,0.014792,0.250,0.667752,0.667955,0.000202,-0.000101,-0.000878,0.013910,0.000
19,camera,10470490,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2484,0.344,0.5385,5.5,0,0,0.669957,0.667950,-0.002007,-0.000571,-0.002241,0.013581,0.000,0.670038,0.671049,0.001011,-0.000117,-0.000991,0.014634,0.250,0.666964,0.667642,0.000679,-0.000502,-0.001221,0.014403,0.250
20,camera,9937009,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2247,3.500,0.9375,56.0,0,0,0.521509,0.515449,-0.006060,0.006191,-0.004263,0.122386,0.000,0.514634,0.516250,0.001616,0.003863,-0.000699,0.061665,0.500,0.511695,0.514352,0.002657,0.002869,0.000091,0.061878,0.500
21,camera,10089633,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1057,0.594,0.3333,-9.5,0,0,0.300615,0.305265,0.004650,0.004525,0.006344,0.086089,0.250,0.306536,0.310113,0.003578,-0.000212,0.000047,0.046099,0.750,0.304411,0.307967,0.003556,0.000356,0.001016,0.048439,0.250
22,camera,10356899,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1541,0.719,0.6353,11.5,0,0,0.595313,0.596036,0.000724,0.005100,0.000171,0.048033,0.500,0.596366,0.597644,0.001278,0.003956,0.001693,0.034447,0.250,0.596442,0.597715,0.001273,0.004288,0.002346,0.035574,0.500
23,camera,10158578,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.3332,0.094,0.5075,1.5,0,0,0.709220,0.704524,-0.004696,0.000044,-0.004475,0.004785,0.250,0.704566,0.703495,-0.001070,0.000031,-0.000769,0.005139,0.250,0.705277,0.703380,-0.001897,-0.000049,-0.001686,0.005007,0.000
24,camera,10243635,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2167,1.906,0.2520,-30.5,0,0,0.515898,0.515201,-0.000697,0.001713,0.000404,0.045662,0.250,0.512762,0.514330,0.001568,0.002021,0.000302,0.029560,0.250,0.513013,0.514963,0.001950,0.002731,0.000326,0.032760,0.500
25,camera,10283785,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1859,2.812,0.9327,45.0,0,0,0.540910,0.540229,-0.000681,0.002779,0.001622,0.065507,0.250,0.537820,0.540980,0.003160,0.002233,0.004885,0.039338,1.000,0.537832,0.541059,0.003227,0.002591,0.004177,0.040208,1.000
26,camera,10124607,data/2_2026.1/shard-000084.tar,256x256,vertical,1.3332,4.156,0.8342,66.5,0,0,0.479417,0.466109,-0.013307,0.006884,-0.010471,0.134666,0.000,0.460120,0.465579,0.005459,0.000894,0.001396,0.054182,0.500,0.458957,0.466826,0.007870,0.002928,0.001496,0.056948,0.750
27,camera,10362264,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2200,3.844,0.0080,-61.5,0,0,0.707541,0.700649,-0.006892,-0.005079,-0.007498,0.116090,0.000,0.701596,0.703132,0.001536,-0.002497,-0.001367,0.071370,0.000,0.700204,0.702271,0.002067,-0.002633,0.000249,0.062146,0.750
28,camera,10049064,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1659,1.500,0.7609,24.0,0,0,0.381660,0.382554,0.000894,0.001930,0.007501,0.044732,0.750,0.384391,0.382167,-0.002224,-0.001050,0.001352,0.050822,0.000,0.380666,0.379284,-0.001382,-0.000645,0.001873,0.048816,0.250
29,camera,10256120,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2216,1.000,0.6270,16.0,0,0,0.408376,0.407496,-0.000880,-0.000458,0.000445,0.022440,0.000,0.407065,0.407479,0.000415,0.000582,0.000243,0.022084,0.500,0.402050,0.400500,-0.001550,0.000947,-0.000590,0.026418,0.000
30,camera,10496576,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1693,1.750,0.2021,-28.0,0,0,0.734124,0.725057,-0.009066,0.000804,0.000593,0.077598,0.250,0.734816,0.728702,-0.006114,0.003352,0.003104,0.065757,0.250,0.736594,0.728661,-0.007933,0.002045,0.001850,0.070920,0.750
31,camera,10370068,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,2.188,0.1698,-35.0,0,0,0.621733,0.618787,-0.002946,-0.001137,0.000942,0.065791,0.000,0.619555,0.618831,-0.000724,-0.000587,0.002275,0.046443,0.000,0.619561,0.619135,-0.000426,0.000395,0.001784,0.051134,0.000
32,camera,10361502,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2655,3.812,0.8961,61.0,0,0,0.571498,0.576692,0.005194,0.018043,-0.000031,0.169304,0.500,0.545463,0.575982,0.030519,0.033013,0.028382,0.153882,0.750,0.548852,0.574521,0.025670,0.029865,0.024736,0.144005,1.000
33,camera,10221342,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2516,0.906,0.6000,14.5,0,0,0.604670,0.601241,-0.003429,-0.001026,0.002158,0.019568,0.000,0.602004,0.600609,-0.001395,-0.000264,0.000270,0.018816,0.000,0.601651,0.600822,-0.000830,-0.000650,-0.000222,0.019315,0.000
34,camera,10537337,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.3332,0.906,0.4271,-14.5,0,0,0.596709,0.592050,-0.004660,-0.000666,-0.004281,0.020083,0.000,0.591658,0.591325,-0.000333,-0.000258,-0.001619,0.020942,0.000,0.591901,0.590931,-0.000971,-0.000739,-0.002010,0.021483,0.250
35,camera,10392717,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1558,0.125,0.5233,2.0,0,0,0.514729,0.521447,0.006718,0.000366,0.010800,0.011501,0.750,0.518236,0.524944,0.006708,0.000259,0.001675,0.007016,0.500,0.516308,0.524227,0.007919,0.000257,0.000867,0.007397,0.750
36,camera,10199341,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2839,0.438,0.5422,7.0,0,0,0.335459,0.330777,-0.004682,-0.001578,0.004432,0.015240,0.000,0.336411,0.334587,-0.001823,-0.000698,0.000662,0.012333,0.000,0.333247,0.333327,0.000080,-0.000265,0.000737,0.013896,0.250
37,camera,10212745,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.3332,1.656,0.6332,26.5,0,0,0.412171,0.408247,-0.003924,-0.000141,0.004549,0.025597,0.250,0.411528,0.411027,-0.000501,0.000322,0.001551,0.018914,0.250,0.409611,0.409085,-0.000525,0.000103,0.001074,0.018769,0.250
38,camera,10409094,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2809,3.062,0.7988,49.0,0,0,0.529722,0.539706,0.009983,0.019363,0.011699,0.144900,0.500,0.523072,0.537984,0.014911,0.011100,0.014506,0.110295,0.750,0.524782,0.536348,0.011566,0.007336,0.011390,0.109015,0.750
39,camera,10251906,data/2_2026.1/shard-000084.tar,256x256,vertical,1.3065,2.031,0.6796,32.5,0,0,0.347591,0.346620,-0.000970,0.002577,-0.002103,0.048567,0.000,0.342145,0.347927,0.005782,0.004164,0.003252,0.040502,1.000,0.341830,0.347460,0.005630,0.004108,0.003337,0.046564,1.000
40,camera,9929649,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,2.375,0.8585,38.0,0,0,0.901109,0.902167,0.001059,0.003560,0.000531,0.070610,0.250,0.898830,0.902299,0.003469,0.004115,-0.000056,0.062942,0.500,0.898818,0.901790,0.002972,0.004521,-0.000160,0.059833,0.750
41,camera,10169420,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1541,2.594,0.9882,41.5,0,0,0.501898,0.502677,0.000779,0.005299,-0.002566,0.095022,0.250,0.501796,0.504403,0.002607,0.004995,-0.001043,0.079276,0.500,0.497648,0.499743,0.002095,0.004105,-0.000028,0.064682,0.750
42,camera,10245375,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1809,2.094,0.1683,-33.5,0,0,0.589615,0.593362,0.003747,0.001403,0.000083,0.069977,0.250,0.589234,0.594515,0.005280,-0.000918,-0.001967,0.048913,0.000,0.586996,0.592890,0.005894,0.000337,-0.001164,0.047952,0.250
43,camera,10223897,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2870,1.750,0.6667,28.0,0,0,0.728151,0.730894,0.002743,0.004273,-0.000748,0.057581,0.250,0.724670,0.730148,0.005478,0.003611,-0.000037,0.043684,0.500,0.722282,0.729414,0.007132,0.004831,0.000001,0.052716,0.500
44,camera,10411067,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1875,0.281,0.5429,4.5,0,0,0.366728,0.368952,0.002225,0.000390,0.000888,0.009429,0.750,0.363349,0.367862,0.004513,0.000428,0.000683,0.010734,1.000,0.363814,0.368071,0.004257,0.000361,0.000815,0.010884,1.000
45,camera,10445504,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,1.000,0.6509,16.0,0,0,0.532240,0.530151,-0.002088,-0.001447,-0.000478,0.035180,0.000,0.536206,0.531474,-0.004732,-0.004287,-0.002926,0.034617,0.000,0.536857,0.531336,-0.005521,-0.004833,-0.003015,0.037720,0.000
46,camera,10043117,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.2247,3.000,0.1250,-48.0,0,0,0.721718,0.716650,-0.005069,-0.001179,0.008914,0.115999,0.250,0.715069,0.716908,0.001838,0.001960,0.013184,0.083746,0.250,0.714021,0.715194,0.001173,0.000054,0.018991,0.079819,0.250
47,camera,9921601,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2809,0.125,0.5122,2.0,0,0,0.624245,0.624768,0.000523,0.000655,0.002354,0.008526,0.250,0.617503,0.623276,0.005773,0.000534,0.005841,0.007742,0.750,0.616248,0.623960,0.007712,0.000727,0.006490,0.007876,0.500
48,camera,9968476,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1354,0.125,0.5270,2.0,0,0,0.682677,0.682486,-0.000191,-0.000208,0.009362,0.006725,0.000,0.682164,0.682135,-0.000029,-0.000374,-0.000235,0.006422,0.000,0.678766,0.680384,0.001618,-0.000521,-0.002525,0.007267,0.000
49,camera,10229287,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1371,1.156,0.2533,-18.5,0,0,0.472258,0.472593,0.000336,0.000151,0.003041,0.051036,0.500,0.471431,0.471436,0.000005,0.001344,0.001479,0.036835,0.500,0.470883,0.471508,0.000625,0.001437,0.001774,0.036471,0.500
50,camera,10489224,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1541,2.031,0.1176,-32.5,0,0,0.435658,0.437294,0.001637,0.000083,0.000052,0.052831,0.500,0.436579,0.437073,0.000494,-0.001095,-0.001300,0.034853,0.500,0.435002,0.434788,-0.000214,-0.001507,-0.001358,0.038453,0.250
51,camera,10159228,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2327,0.031,0.5038,0.5,0,0,0.444234,0.441705,-0.002529,0.000099,-0.001450,0.003831,0.250,0.442658,0.441742,-0.000916,-0.000097,-0.000418,0.004659,0.250,0.443006,0.442096,-0.000910,0.000014,0.000730,0.003918,0.250
52,camera,10304576,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1405,0.406,0.4156,-6.5,0,0,0.359745,0.359565,-0.000180,0.000531,0.037189,0.011390,0.500,0.357638,0.358502,0.000864,0.000403,0.001087,0.009834,0.500,0.358626,0.359148,0.000522,0.000199,0.000204,0.010200,0.750
53,camera,10445631,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,1.250,0.6887,20.0,0,0,0.446514,0.447314,0.000799,0.004149,-0.000010,0.040108,0.500,0.443361,0.447052,0.003691,0.002075,0.000610,0.031909,0.500,0.444228,0.447872,0.003644,0.002273,0.001681,0.030734,0.500
54,camera,10203134,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.3170,2.375,0.7021,38.0,0,0,0.840579,0.842566,0.001987,0.006108,0.000051,0.084571,0.250,0.837426,0.843410,0.005984,0.002740,0.004949,0.063321,0.500,0.835125,0.842893,0.007768,0.001765,0.007073,0.053972,0.750
55,camera,10405350,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,2.812,0.9245,45.0,0,0,0.411680,0.413668,0.001988,0.005653,0.000989,0.079015,0.500,0.411923,0.415639,0.003716,0.004838,0.002704,0.066087,0.750,0.410878,0.416039,0.005161,0.004842,0.003879,0.059871,0.500
56,camera,10313199,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,2.375,0.1415,-38.0,0,0,0.371206,0.369476,-0.001730,0.003776,0.000105,0.072205,0.250,0.370628,0.372552,0.001924,0.003815,0.000390,0.049214,0.250,0.368487,0.368768,0.000280,0.001348,-0.000482,0.031753,0.250
57,camera,10414041,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1842,0.281,0.5437,4.5,0,0,0.412960,0.415222,0.002262,0.000857,0.011495,0.018495,0.500,0.412608,0.415264,0.002657,0.000766,0.004913,0.017310,0.500,0.414797,0.417060,0.002263,0.000074,0.008168,0.014072,0.250
58,camera,10443648,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1558,2.312,0.0698,-37.0,0,0,0.595491,0.597351,0.001860,0.001273,-0.000259,0.042920,0.500,0.595183,0.596879,0.001696,0.000365,-0.000083,0.035428,0.750,0.597502,0.598570,0.001069,0.000419,-0.000253,0.034330,0.750
59,camera,10227981,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,2.375,0.8585,38.0,0,0,0.463949,0.463322,-0.000628,0.004011,-0.000103,0.067694,0.250,0.460932,0.463314,0.002382,0.004705,0.002229,0.063230,0.250,0.459792,0.462704,0.002913,0.003879,0.000845,0.055598,0.250
60,camera,10284768,data/2_2026.1/shard-000084.tar,256x256,vertical,1.3448,2.094,0.6618,33.5,0,0,0.506305,0.498616,-0.007689,0.002865,-0.007195,0.051262,0.000,0.500048,0.499597,-0.000451,0.000056,-0.000795,0.037631,0.500,0.496677,0.497938,0.001262,0.000106,-0.000855,0.039981,0.250
61,camera,10311884,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2151,3.312,0.0656,-53.0,0,0,0.661735,0.656096,-0.005639,-0.000720,-0.003224,0.101197,0.000,0.659003,0.656815,-0.002188,-0.001859,-0.000521,0.062926,0.500,0.659530,0.658130,-0.001400,-0.000855,-0.000372,0.064288,0.500
62,camera,10364204,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1541,0.406,0.5765,6.5,0,0,0.615523,0.615880,0.000357,-0.000006,0.000184,0.017642,0.250,0.616734,0.617024,0.000290,-0.000528,0.001620,0.015992,0.000,0.614626,0.614917,0.000290,-0.000852,0.001950,0.016206,0.250
63,camera,10042228,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,1.312,0.3019,-21.0,0,0,0.711815,0.710928,-0.000887,-0.000721,-0.000829,0.032030,0.250,0.714630,0.715516,0.000886,0.000199,-0.000415,0.032479,0.750,0.712466,0.712353,-0.000112,-0.000170,-0.000581,0.030750,0.750
64,camera,10093824,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1973,0.531,0.5766,8.5,0,0,0.492132,0.491715,-0.000417,-0.000280,-0.000093,0.019419,0.500,0.488125,0.489664,0.001539,-0.000044,0.001358,0.016155,0.500,0.489494,0.491249,0.001755,0.000110,0.002496,0.015246,0.250
65,camera,9991274,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2900,0.250,0.4765,-4.0,0,0,0.466602,0.467293,0.000691,-0.000303,0.000008,0.011393,0.250,0.461765,0.464574,0.002809,-0.000013,-0.001364,0.012143,0.250,0.460750,0.461907,0.001157,-0.000564,-0.002126,0.018960,0.000
66,camera,10041346,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2374,0.812,0.5956,13.0,0,0,0.633582,0.630167,-0.003415,-0.001207,-0.002211,0.020948,0.250,0.633416,0.631133,-0.002283,0.000193,-0.002149,0.031696,0.500,0.631436,0.629676,-0.001760,0.000331,-0.002294,0.030409,0.500
67,camera,10176683,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2135,2.156,0.7851,34.5,0,0,0.411423,0.415114,0.003691,0.007115,0.006969,0.085148,0.750,0.405008,0.414895,0.009887,0.012875,0.012836,0.082202,0.750,0.402268,0.412352,0.010084,0.011678,0.011743,0.080253,0.750
68,camera,10527660,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.3332,4.719,0.8794,75.5,0,0,0.695340,0.677173,-0.018166,0.002005,-0.014988,0.143658,0.250,0.672207,0.674365,0.002159,0.001085,0.004178,0.071819,0.500,0.670959,0.674681,0.003723,0.002474,0.006424,0.078174,0.250
69,camera,9924802,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1541,0.094,0.4824,-1.5,0,0,0.471082,0.468552,-0.002530,-0.000455,0.030973,0.006810,0.250,0.469366,0.466951,-0.002416,-0.000460,0.011875,0.007530,0.500,0.470206,0.467713,-0.002493,-0.000214,0.011028,0.006447,0.250
70,camera,9985105,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.3050,4.062,0.1389,-65.0,0,0,0.596266,0.583437,-0.012829,0.002531,-0.011611,0.147446,0.000,0.584195,0.584212,0.000017,0.001566,-0.000402,0.058148,0.500,0.585634,0.585090,-0.000545,0.000775,-0.000722,0.054466,0.250
71,camera,10450796,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2854,1.531,0.6467,24.5,0,0,0.521283,0.521775,0.000492,0.001315,0.001209,0.030609,0.250,0.517802,0.522955,0.005152,0.001514,0.002618,0.027112,0.250,0.517929,0.522502,0.004572,0.001693,0.002049,0.025643,0.500
72,camera,10490023,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,0.688,0.6038,11.0,0,0,0.605786,0.601307,-0.004479,-0.006969,-0.004595,0.072516,0.000,0.602560,0.603593,0.001032,-0.000672,0.000349,0.035269,0.250,0.596790,0.599362,0.002572,-0.000517,0.003365,0.035816,0.250
73,camera,10143452,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2686,0.750,0.5769,12.0,0,0,0.675523,0.677888,0.002365,0.000772,-0.000592,0.022857,0.250,0.671998,0.675975,0.003976,-0.000343,0.000325,0.024248,0.250,0.670436,0.674398,0.003962,0.000238,0.000389,0.020430,0.750
74,camera,10291508,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1676,1.719,0.2043,-27.5,0,0,0.578496,0.578128,-0.000368,0.001173,0.004238,0.034959,0.500,0.580557,0.581341,0.000785,0.003021,0.000662,0.034382,0.500,0.577973,0.578629,0.000656,0.002098,0.000927,0.029176,0.750
75,camera,10336607,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1908,0.031,0.5047,0.5,0,0,0.557643,0.558442,0.000799,0.000045,0.007474,0.003667,0.500,0.556834,0.559274,0.002440,-0.000031,0.006388,0.004485,0.250,0.554558,0.557898,0.003340,0.000067,0.005957,0.004229,0.500
76,camera,10465662,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,2.062,0.8113,33.0,0,0,0.360727,0.360896,0.000169,-0.000018,0.000266,0.040029,0.250,0.356126,0.357718,0.001592,-0.000257,0.001394,0.028229,0.500,0.355539,0.357445,0.001906,0.000369,0.002012,0.028505,0.750
77,camera,10547443,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2655,2.250,0.2662,-36.0,0,0,0.309791,0.307970,-0.001821,0.002998,-0.003422,0.054641,0.250,0.305691,0.307802,0.002111,0.003144,0.000050,0.036436,0.500,0.305040,0.307713,0.002673,0.003915,0.000847,0.037103,0.250
78,camera,10386216,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2167,2.281,0.7967,36.5,0,0,0.645555,0.651401,0.005846,0.012290,0.013931,0.127528,0.250,0.647156,0.657069,0.009912,0.012426,0.018462,0.104538,0.500,0.645747,0.655928,0.010182,0.012306,0.019751,0.103318,0.250
79,camera,9923651,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.2135,3.094,0.9091,49.5,0,0,0.498819,0.496042,-0.002777,0.001726,-0.003715,0.087692,0.000,0.496407,0.495420,-0.000987,-0.001493,-0.001789,0.050979,0.000,0.497746,0.496820,-0.000926,-0.001010,-0.002519,0.045728,0.000
80,camera,10330205,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1541,0.594,0.6118,9.5,0,0,0.640147,0.641454,0.001306,0.000027,-0.000064,0.023213,0.750,0.639241,0.643200,0.003959,-0.000376,0.000517,0.020739,0.250,0.640967,0.644902,0.003935,-0.000768,0.000010,0.022761,0.250
81,camera,10026574,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1875,1.781,0.7714,28.5,0,0,0.497098,0.498183,0.001085,0.002729,0.002071,0.051449,0.500,0.493866,0.496934,0.003069,0.002615,0.002160,0.048487,0.500,0.492910,0.496247,0.003336,0.005916,0.002089,0.058512,0.500
82,camera,10406245,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1875,2.969,0.0476,-47.5,0,0,0.439596,0.432126,-0.007471,-0.002637,-0.000467,0.083563,0.000,0.432599,0.433324,0.000725,0.001942,-0.000079,0.053247,0.500,0.434948,0.434860,-0.000088,0.001300,-0.000253,0.050342,0.500
83,camera,10001529,data/2_2026.1/shard-000084.tar,256x256,vertical,1.4416,1.000,0.4420,-16.0,0,0,0.398475,0.388661,-0.009814,-0.000976,-0.004401,0.030073,0.000,0.392166,0.391483,-0.000683,0.003377,-0.000423,0.037901,0.250,0.388828,0.389310,0.000482,0.004889,0.000520,0.051250,0.250
