unit,cohort,sample_id,source_shard,target,orientation,zoom,latent_shift,norm_offset,pixel_shift,opp_na,strict_identity,PRE_L_CORRECT,PRE_L_IDENTITY,PRE_M_IDENTITY,PRE_M_OPPOSITE,PRE_M_SHUFFLED,PRE_S_OPPOSITE_relrms,PRE_best3,MID_L_CORRECT,MID_L_IDENTITY,MID_M_IDENTITY,MID_M_OPPOSITE,MID_M_SHUFFLED,MID_S_OPPOSITE_relrms,MID_best3,POST_L_CORRECT,POST_L_IDENTITY,POST_M_IDENTITY,POST_M_OPPOSITE,POST_M_SHUFFLED,POST_S_OPPOSITE_relrms,POST_best3
84,camera,10516266,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.2087,3.062,0.0847,-49.0,0,0,0.269964,0.265048,-0.004916,-0.002749,-0.004620,0.080923,0.000,0.265749,0.265377,-0.000371,-0.000080,-0.000498,0.039204,0.250,0.265682,0.265768,0.000086,-0.000049,-0.000421,0.037484,0.500
85,camera,10201546,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2200,2.781,0.1440,-44.5,0,0,0.546061,0.547542,0.001481,0.003061,0.014879,0.083634,0.500,0.537839,0.545171,0.007333,0.006507,0.018561,0.054264,0.750,0.539534,0.546882,0.007348,0.007133,0.018370,0.059112,0.750
86,camera,10312018,data/2_2026.1/shard-000084.tar,256x256,vertical,1.4470,6.812,0.1107,-109.0,0,0,0.747444,0.706888,-0.040556,0.002796,-0.037612,0.166850,0.000,0.706537,0.707195,0.000659,0.010243,-0.002496,0.101765,0.500,0.704950,0.705881,0.000930,0.011177,-0.001875,0.087610,0.500
87,camera,10333929,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1541,2.656,0.0000,-42.5,0,0,0.405291,0.403767,-0.001524,-0.000647,-0.001744,0.057266,0.250,0.403987,0.403654,-0.000333,0.000203,0.000826,0.036772,0.500,0.405870,0.404768,-0.001102,-0.000511,-0.000135,0.036852,0.500
88,camera,10061350,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1908,0.406,0.5607,6.5,0,0,0.822149,0.827100,0.004951,0.000698,-0.000563,0.028355,0.250,0.822097,0.827230,0.005133,0.000106,-0.002225,0.015915,0.250,0.815384,0.823737,0.008353,0.000419,-0.000342,0.019285,0.500
89,camera,10039166,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1891,2.688,0.9057,43.0,0,0,0.733975,0.732891,-0.001084,0.002748,0.000179,0.080019,0.250,0.731854,0.732250,0.000396,0.003459,0.002564,0.064421,0.500,0.733490,0.734990,0.001500,0.003272,0.003420,0.067242,0.750
90,camera,9936069,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2055,2.938,0.0948,-47.0,0,0,0.605127,0.611009,0.005882,0.012665,-0.003401,0.111600,0.250,0.597579,0.612327,0.014748,0.015891,0.001556,0.090562,0.500,0.597998,0.612765,0.014766,0.015036,0.000606,0.093307,0.750
91,camera,10279464,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1859,0.062,0.4904,-1.0,0,0,0.507255,0.509263,0.002009,-0.000082,0.005451,0.004906,0.500,0.503282,0.506141,0.002859,0.000037,0.002987,0.004669,0.500,0.506769,0.507532,0.000763,0.000026,0.001467,0.004565,0.500
92,camera,10414568,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2055,2.812,0.1121,-45.0,0,0,0.269097,0.266693,-0.002404,-0.001163,-0.003434,0.073700,0.000,0.265362,0.265831,0.000470,0.001696,-0.000497,0.035541,0.500,0.266296,0.267111,0.000815,0.002471,0.000191,0.038897,0.500
93,camera,10288008,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1924,1.125,0.3333,-18.0,0,0,0.696399,0.696602,0.000203,-0.001748,0.002762,0.032860,0.250,0.696853,0.699179,0.002326,-0.000885,-0.000298,0.023666,0.250,0.693292,0.695457,0.002164,-0.000616,0.000001,0.023332,0.250
94,camera,10523074,data/2_2026.1/shard-000084.tar,256x256,vertical,1.3332,4.406,0.8543,70.5,0,0,0.663328,0.650139,-0.013189,0.002934,-0.009925,0.113538,0.000,0.651516,0.650471,-0.001045,0.001147,-0.000371,0.051607,0.250,0.651728,0.651199,-0.000530,0.001525,-0.000326,0.049626,0.250
95,camera,10487435,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2183,1.875,0.2581,-30.0,0,0,0.784671,0.784763,0.000091,0.000117,0.004513,0.045645,0.500,0.778693,0.781190,0.002497,0.001756,0.001256,0.038492,0.500,0.781016,0.784421,0.003405,0.002216,0.001064,0.042529,0.500
96,camera,10162538,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,0.875,0.3679,-14.0,0,0,0.871952,0.870349,-0.001603,-0.003037,-0.000483,0.048308,0.000,0.866283,0.869521,0.003238,-0.000249,0.005269,0.031104,0.500,0.867390,0.870609,0.003218,-0.000297,0.005334,0.033978,0.250
97,camera,10092177,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1759,1.625,0.2347,-26.0,0,0,0.751429,0.748713,-0.002716,0.000581,0.000499,0.054857,0.000,0.749890,0.750108,0.000218,0.000024,-0.000034,0.035343,0.500,0.750001,0.749365,-0.000636,-0.000796,-0.000479,0.038578,0.000
98,camera,10418783,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1180,0.438,0.6094,7.0,0,0,0.500847,0.500928,0.000081,0.001092,0.006391,0.014792,0.500,0.497885,0.497875,-0.000009,0.000390,0.002645,0.014064,0.000,0.499783,0.499450,-0.000333,-0.000171,0.002404,0.014665,0.500
99,camera,10544032,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.2087,2.375,0.8220,38.0,0,0,0.813619,0.811027,-0.002591,-0.004668,-0.005677,0.065585,0.000,0.810725,0.811111,0.000385,-0.004858,-0.005105,0.053682,0.500,0.810591,0.811558,0.000967,-0.006882,-0.007497,0.056264,0.250
100,camera,10058789,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1541,1.656,0.1882,-26.5,0,0,0.438680,0.439161,0.000481,-0.000318,-0.000087,0.038025,0.250,0.438273,0.439799,0.001526,-0.000377,-0.000280,0.033104,0.250,0.438965,0.440529,0.001564,-0.000197,-0.000026,0.033501,0.500
101,camera,9943349,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1541,1.031,0.3059,-16.5,0,0,0.554694,0.550788,-0.003905,-0.002613,0.020006,0.048467,0.250,0.556019,0.553866,-0.002153,-0.001494,0.007862,0.041620,0.000,0.555733,0.553982,-0.001751,-0.002353,0.006806,0.045126,0.250
102,camera,10081045,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.2006,1.094,0.6549,17.5,0,0,0.423085,0.424152,0.001067,0.000322,0.006539,0.036329,0.250,0.421060,0.424317,0.003257,0.000807,0.006975,0.028027,0.250,0.419136,0.424396,0.005260,0.000106,0.007407,0.031384,0.500
103,camera,10411828,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.2247,1.000,0.6250,16.0,0,0,0.514904,0.513642,-0.001262,-0.001222,0.012941,0.034575,0.000,0.512519,0.511832,-0.000687,-0.001006,0.002769,0.028896,0.250,0.511098,0.510772,-0.000326,-0.000697,0.001920,0.022870,0.250
104,camera,10481719,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1541,0.781,0.6471,12.5,0,0,0.551267,0.553469,0.002202,0.002500,0.002131,0.054695,0.500,0.550558,0.553864,0.003305,0.002042,0.000043,0.040358,0.500,0.548488,0.552874,0.004386,0.002103,0.000118,0.041688,0.500
105,camera,10203047,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,2.500,0.8774,40.0,0,0,0.517938,0.517900,-0.000037,0.002453,0.000852,0.060579,0.250,0.515737,0.520101,0.004364,0.005231,0.004836,0.050746,1.000,0.514497,0.517354,0.002858,0.004714,0.004198,0.050566,0.750
106,camera,10381157,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1842,1.031,0.3398,-16.5,0,0,0.965277,0.967559,0.002281,0.002366,0.002090,0.046162,0.500,0.968539,0.970379,0.001841,0.001444,0.001118,0.027905,0.250,0.965262,0.967815,0.002553,0.001588,0.001449,0.028198,0.500
107,camera,10013766,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1541,1.531,0.2118,-24.5,0,0,0.705168,0.705247,0.000079,-0.001060,0.000590,0.044622,0.250,0.705757,0.707300,0.001543,-0.002207,0.000433,0.038009,0.000,0.703156,0.704095,0.000939,-0.001413,0.000422,0.036792,0.000
108,camera,9934650,data/2_2026.1/shard-000084.tar,256x256,vertical,1.3332,1.594,0.6281,25.5,0,0,0.562701,0.555048,-0.007653,0.000005,-0.007133,0.036130,0.000,0.555454,0.555000,-0.000454,-0.000989,-0.002113,0.041874,0.250,0.555520,0.555563,0.000043,-0.000636,-0.001591,0.041255,0.000
109,camera,10122064,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.2960,4.375,0.0977,-70.0,0,0,0.668762,0.654843,-0.013920,0.015667,-0.014374,0.195545,0.000,0.649428,0.653300,0.003872,0.019796,0.003216,0.131725,0.750,0.649840,0.652279,0.002439,0.013711,0.002649,0.105954,0.750
110,camera,10269306,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1267,1.281,0.7971,20.5,0,0,0.259498,0.261904,0.002406,0.003030,0.000630,0.044000,0.750,0.259515,0.262787,0.003273,0.003555,-0.000541,0.049559,0.750,0.258616,0.260774,0.002158,0.002994,0.000053,0.053075,1.000
111,camera,10460239,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.2327,0.906,0.6090,14.5,0,0,0.699524,0.703372,0.003848,0.000122,-0.001519,0.030782,0.000,0.699918,0.702879,0.002962,-0.000049,-0.001167,0.023213,0.000,0.698310,0.700792,0.002482,-0.001050,-0.001509,0.022740,0.000
112,camera,10539278,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.3244,4.344,0.8601,69.5,0,0,0.631861,0.619078,-0.012783,0.022085,-0.011398,0.196388,0.250,0.602129,0.615574,0.013445,0.021791,0.014203,0.125323,0.750,0.602694,0.616379,0.013686,0.022921,0.014272,0.126462,0.500
113,camera,10099721,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1726,1.375,0.7292,22.0,0,0,0.481077,0.484150,0.003073,0.003775,0.000753,0.051730,0.500,0.482944,0.485199,0.002255,0.002328,0.000011,0.041249,0.500,0.481803,0.484910,0.003107,0.002441,-0.000179,0.043600,0.750
114,camera,10015305,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1267,0.844,0.6957,13.5,0,0,0.457012,0.458953,0.001942,0.004173,0.000708,0.040028,0.250,0.458378,0.461916,0.003538,0.003137,0.000254,0.033171,0.750,0.457491,0.460753,0.003263,0.002508,0.000770,0.034492,0.250
115,camera,10509154,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1180,1.062,0.2344,-17.0,0,0,0.625853,0.626320,0.000467,0.001212,0.021684,0.030499,0.750,0.625320,0.625971,0.000651,0.001225,0.001951,0.026751,0.750,0.626492,0.627192,0.000701,0.001472,0.001612,0.026899,0.500
116,camera,10200843,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,2.188,0.8302,35.0,0,0,0.497317,0.500476,0.003159,0.008151,0.007348,0.091897,0.500,0.496974,0.500996,0.004021,0.003218,0.001418,0.073115,0.750,0.495796,0.499387,0.003591,0.001176,-0.000651,0.070893,0.750
117,camera,10015166,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1941,3.156,0.0367,-50.5,0,0,0.529985,0.528388,-0.001597,0.010714,0.019779,0.110538,0.250,0.528928,0.530393,0.001465,0.017559,0.024282,0.108578,0.250,0.523902,0.524604,0.000702,0.026541,0.032704,0.130108,0.500
118,camera,10530445,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2247,1.688,0.2891,-27.0,0,0,0.685025,0.682696,-0.002329,-0.000318,0.006584,0.035949,0.250,0.681478,0.681071,-0.000406,0.001357,0.005407,0.026954,0.250,0.681831,0.681977,0.000146,0.001457,0.006042,0.029464,0.500
119,camera,10368398,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1180,0.750,0.6875,12.0,0,0,0.719820,0.747208,0.027388,0.031698,0.030357,0.180067,1.000,0.706627,0.750137,0.043510,0.045321,0.041939,0.203930,1.000,0.705091,0.747320,0.042229,0.041707,0.041974,0.189790,1.000
120,camera,10523986,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1163,0.469,0.3810,-7.5,0,0,0.777814,0.779259,0.001445,0.000474,0.000155,0.020488,0.750,0.777843,0.779703,0.001860,0.000617,0.001151,0.013328,0.750,0.776903,0.778879,0.001976,0.000645,0.001001,0.015307,0.750
121,camera,10501478,data/2_2026.1/shard-000084.tar,256x256,vertical,1.4142,2.688,0.3320,-43.0,0,0,0.440966,0.427406,-0.013559,-0.000839,-0.013755,0.070403,0.000,0.432127,0.429555,-0.002572,-0.000771,-0.001812,0.040056,0.000,0.429847,0.427673,-0.002174,-0.000922,-0.001839,0.037108,0.000
122,camera,10046674,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,1.000,0.3491,-16.0,0,0,0.573509,0.573420,-0.000090,-0.002179,0.002896,0.041821,0.250,0.567156,0.572982,0.005827,-0.000421,0.014209,0.041935,0.500,0.564699,0.569709,0.005010,0.000839,0.011183,0.039270,0.500
123,camera,10210195,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,0.750,0.3868,-12.0,0,0,0.581773,0.583831,0.002058,-0.001214,0.050511,0.034864,0.500,0.581605,0.584185,0.002580,0.000907,0.007996,0.028890,0.500,0.580636,0.584562,0.003925,0.001066,0.006361,0.028060,0.500
124,camera,9976426,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,1.812,0.2264,-29.0,0,0,0.543026,0.544209,0.001183,0.001978,0.006247,0.051958,0.500,0.540831,0.543722,0.002891,0.003063,0.005024,0.037978,1.000,0.544262,0.545654,0.001393,0.002855,0.004837,0.037150,0.750
125,camera,10181864,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1541,0.531,0.6000,8.5,0,0,0.586513,0.587164,0.000650,0.000040,0.000164,0.017262,0.500,0.583363,0.585430,0.002067,0.000792,0.000482,0.018213,0.500,0.585796,0.587655,0.001858,0.000545,0.000466,0.017893,0.500
126,camera,10436436,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.2453,0.094,0.5106,1.5,0,0,0.504581,0.503424,-0.001157,-0.000092,0.001011,0.004087,0.000,0.501687,0.501178,-0.000509,0.000044,0.001189,0.004801,0.250,0.503208,0.502712,-0.000496,0.000024,0.000711,0.005166,0.000
127,camera,10498150,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1842,1.719,0.2330,-27.5,0,0,0.614788,0.614552,-0.000236,0.001866,0.002038,0.045405,0.500,0.615109,0.615208,0.000099,0.002615,0.002722,0.038663,0.500,0.613321,0.612943,-0.000378,0.001788,0.001899,0.039458,0.500
128,camera,10015093,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1575,2.219,0.9080,35.5,0,0,0.311665,0.309390,-0.002276,0.000657,0.002469,0.052040,0.000,0.306686,0.306898,0.000213,0.003283,0.003816,0.035269,0.500,0.306042,0.306838,0.000796,0.005021,0.006122,0.038501,0.500
129,camera,10195614,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2960,2.125,0.6954,34.0,0,0,0.520744,0.525430,0.004687,0.003120,0.002783,0.078054,0.500,0.517930,0.526900,0.008970,0.004203,0.009225,0.067171,0.500,0.515648,0.523815,0.008166,0.003280,0.008072,0.063541,0.500
130,camera,9955674,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.3332,1.531,0.3769,-24.5,0,0,0.655985,0.668694,0.012709,0.000761,-0.002085,0.042122,0.250,0.647394,0.655822,0.008428,0.000448,0.001740,0.033511,0.500,0.647596,0.655439,0.007843,0.000628,0.002728,0.031842,0.750
131,camera,10470257,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1180,1.062,0.2344,-17.0,0,0,0.665708,0.678052,0.012344,0.020863,0.020169,0.160808,1.000,0.650240,0.681533,0.031294,0.034816,0.036098,0.176635,1.000,0.652671,0.680105,0.027434,0.035237,0.034555,0.170415,1.000
132,camera,10282389,data/2_2026.1/shard-000084.tar,256x256,vertical,1.4803,3.219,0.3311,-51.5,0,0,0.487539,0.457737,-0.029802,-0.002102,-0.027041,0.099748,0.000,0.460638,0.457422,-0.003216,0.003285,-0.002178,0.042640,0.250,0.458976,0.456717,-0.002258,0.000102,-0.000507,0.047920,0.250
133,camera,10547968,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1180,2.000,0.0000,-32.0,0,0,0.308594,0.306625,-0.001969,-0.000692,0.007525,0.031457,0.000,0.307053,0.305762,-0.001291,-0.000096,0.001513,0.023228,0.000,0.307792,0.306527,-0.001265,-0.000112,0.000712,0.023085,0.250
134,camera,10450252,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,1.125,0.6698,18.0,0,0,0.685462,0.685311,-0.000151,-0.000464,0.019350,0.036825,0.500,0.683556,0.684294,0.000738,-0.001538,0.002125,0.039992,0.750,0.686386,0.683713,-0.002673,-0.003535,-0.001060,0.042537,0.500
135,camera,10242659,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.3332,4.219,0.1608,-67.5,0,0,0.610448,0.606707,-0.003740,0.009063,-0.007747,0.165242,0.250,0.598139,0.605384,0.007244,0.003563,0.003285,0.082519,0.500,0.596594,0.603976,0.007382,0.005731,0.004194,0.086523,0.500
136,camera,10119983,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2103,1.906,0.2437,-30.5,0,0,0.481383,0.479293,-0.002090,0.001727,-0.000460,0.076470,0.250,0.482172,0.483247,0.001076,0.003572,-0.000162,0.052113,0.250,0.480731,0.481586,0.000854,0.004055,0.000106,0.056823,0.250
137,camera,10345694,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2593,3.438,0.1333,-55.0,0,0,0.789099,0.782622,-0.006477,-0.001823,-0.006401,0.103149,0.000,0.781642,0.782288,0.000646,-0.001207,-0.001177,0.059104,0.500,0.780424,0.783001,0.002577,-0.000697,-0.000412,0.060118,0.500
138,camera,10535852,data/2_2026.1/shard-000084.tar,256x256,vertical,1.3693,5.812,0.0848,-93.0,0,0,0.704889,0.685766,-0.019123,-0.003963,-0.025926,0.144002,0.250,0.687019,0.685733,-0.001286,0.003039,-0.002692,0.067442,0.250,0.685256,0.683522,-0.001734,0.002209,-0.003123,0.066227,0.250
139,camera,10251478,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1875,2.219,0.8381,35.5,0,0,0.297242,0.302016,0.004774,0.005302,-0.000615,0.065211,0.500,0.298855,0.304075,0.005220,0.002887,0.000300,0.044365,0.750,0.297827,0.305026,0.007199,0.002604,0.000116,0.047923,0.750
140,camera,10011763,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,2.875,0.0660,-46.0,0,0,0.606901,0.604981,-0.001920,0.004422,-0.001386,0.074004,0.250,0.602914,0.603805,0.000890,0.003348,-0.000163,0.051298,0.500,0.601490,0.602946,0.001456,0.003138,-0.000020,0.051537,0.500
141,camera,10190811,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1558,1.062,0.6977,17.0,0,0,0.295245,0.293164,-0.002080,-0.001170,-0.000399,0.031496,0.250,0.295122,0.293989,-0.001133,-0.001837,-0.000711,0.029937,0.250,0.294344,0.292743,-0.001602,-0.001923,-0.001236,0.028183,0.250
142,camera,10337962,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1891,0.438,0.4340,-7.0,0,0,0.557593,0.556979,-0.000614,-0.000824,0.009265,0.019291,0.000,0.551815,0.556145,0.004329,0.000055,0.010064,0.014978,0.250,0.553079,0.555591,0.002512,-0.000041,0.008959,0.014885,0.250
143,camera,10271427,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1541,0.969,0.6824,15.5,0,0,0.641893,0.645683,0.003790,0.003299,0.008146,0.053727,0.750,0.641488,0.647168,0.005680,0.000728,0.002445,0.036453,0.500,0.638352,0.645287,0.006935,0.002477,0.004399,0.039705,0.750
144,camera,10064389,data/2_2026.1/shard-000084.tar,256x256,vertical,1.3506,0.219,0.5166,3.5,0,0,0.539348,0.545488,0.006140,-0.000168,0.004605,0.010575,0.000,0.530772,0.542723,0.011952,0.000574,-0.000441,0.013523,0.500,0.530132,0.541948,0.011816,0.000127,0.000559,0.010975,0.250
145,camera,10326333,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.3140,4.500,0.1129,-72.0,0,0,0.579070,0.559276,-0.019795,-0.002904,-0.013642,0.146006,0.000,0.565787,0.561220,-0.004567,-0.003546,-0.002570,0.067335,0.000,0.565869,0.559364,-0.006504,-0.004561,-0.003047,0.075267,0.000
146,camera,10053103,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2593,4.312,0.0400,-69.0,0,0,0.725419,0.713030,-0.012389,-0.002556,-0.008471,0.138197,0.000,0.711769,0.715274,0.003505,0.006315,0.004053,0.083151,0.500,0.709508,0.711699,0.002191,0.006561,0.003073,0.083552,0.500
147,camera,10276278,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2247,0.125,0.5156,2.0,0,0,0.727922,0.726477,-0.001446,-0.000028,-0.000941,0.005600,0.250,0.727408,0.726546,-0.000862,0.000075,-0.000615,0.006436,0.000,0.727917,0.727507,-0.000411,0.000127,-0.000664,0.006416,0.000
148,camera,10107461,data/2_2026.1/shard-000084.tar,256x256,vertical,1.3332,1.344,0.3920,-21.5,0,0,0.441887,0.435758,-0.006129,-0.000856,-0.007101,0.024820,0.000,0.437169,0.436625,-0.000543,0.000555,-0.000449,0.023335,0.500,0.435045,0.435779,0.000734,0.000411,-0.000444,0.022698,0.500
149,camera,10022304,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2484,4.469,1.0000,71.5,0,0,0.349043,0.338142,-0.010901,0.010423,-0.013148,0.161678,0.000,0.332251,0.333919,0.001668,0.003182,0.000429,0.071153,0.750,0.334722,0.336684,0.001962,0.003731,0.001360,0.067267,0.500
150,camera,9953413,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2531,1.688,0.3151,-27.0,0,0,0.522266,0.522993,0.000726,0.003523,0.000091,0.056652,0.500,0.520842,0.521031,0.000189,-0.000026,-0.001139,0.031143,0.250,0.518718,0.519147,0.000430,0.000403,-0.000334,0.033285,0.250
151,camera,9942469,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1507,1.281,0.7470,20.5,0,0,0.379743,0.381613,0.001870,0.001734,0.000126,0.036254,0.750,0.377851,0.380236,0.002385,0.002112,-0.000134,0.030022,0.500,0.377404,0.380186,0.002782,0.002219,-0.000284,0.031433,0.500
152,camera,10064179,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1891,0.250,0.5377,4.0,0,0,0.759993,0.760802,0.000809,-0.000341,0.003701,0.009512,0.250,0.761059,0.762341,0.001282,-0.000123,0.003271,0.008456,0.500,0.757989,0.759312,0.001323,-0.000425,0.003492,0.008347,0.000
153,camera,9922848,data/2_2026.1/shard-000084.tar,256x256,horizontal,1.1319,0.938,0.7083,15.0,0,0,0.767362,0.766970,-0.000392,-0.000036,0.003125,0.045442,0.250,0.771940,0.770369,-0.001570,0.000168,0.002373,0.038944,0.250,0.769497,0.767790,-0.001706,-0.000741,0.001575,0.038869,0.250
154,camera,10233941,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2247,0.500,0.4375,-8.0,0,0,0.596636,0.595265,-0.001371,0.000424,0.001769,0.012469,0.000,0.596528,0.595181,-0.001348,0.000096,0.000173,0.012642,0.000,0.597121,0.596032,-0.001089,0.000207,-0.000041,0.011545,0.250
155,camera,10027881,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1908,0.406,0.4393,-6.5,0,0,0.461445,0.464465,0.003020,-0.001853,-0.001125,0.024970,0.250,0.460307,0.464062,0.003755,0.000947,-0.000488,0.012036,0.750,0.459102,0.463633,0.004532,0.000994,0.000725,0.012399,0.750
156,camera,10141380,data/2_2026.1/shard-000084.tar,256x256,vertical,1.1676,1.656,0.2151,-26.5,0,0,0.602902,0.606811,0.003909,0.001198,0.006688,0.107573,0.750,0.598350,0.606720,0.008370,0.003419,0.006116,0.091309,1.000,0.596100,0.602751,0.006651,0.003080,0.007103,0.090135,1.000
157,camera,10337360,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2824,3.781,0.8667,60.5,0,0,0.344411,0.341014,-0.003396,0.009412,-0.002937,0.154122,0.250,0.334213,0.341008,0.006794,0.004053,0.009132,0.081328,0.500,0.332540,0.341081,0.008540,0.003246,0.009218,0.086510,0.500
158,camera,10034888,data/2_2026.1/shard-000084.tar,256x256,vertical,1.2327,1.469,0.3233,-23.5,0,0,0.724512,0.725015,0.000502,-0.000417,0.000589,0.030047,0.500,0.722521,0.724950,0.002429,0.000498,0.000560,0.027164,0.500,0.723193,0.724260,0.001066,0.000239,0.000228,0.024708,0.500
