pair_index,source_shard,sample_id,original_side,zoom_band,k_start,k_end,available,full_height,signed_shift_start,latent_band,in_targeted,in_balanced,M_TOP_new,M_BOT_new,F_TOP_new,F_BOT_new,BB_MINUS_TT_new,M_TOP_frozen,M_BOT_frozen,delta_top,delta_bot
109,data/1_2024/shard-000477.tar,1148503,END,mild,6,95,101,357,-44.5,2to4,true,false,-0.0011482387781143188,0.0053086131811141968,0,0,0.0034287422895431519,-0.0012469738721800001,0.0052220076322600003,9.8735094065681211e-05,8.6605548854196482e-05
110,data/1_2024/shard-000477.tar,1155503,START,medium,38,88,126,382,-25,lt2,false,true,0.00038997083902359009,0.00074748694896697998,0,0,0.0058290064334869385,0.00038997083902400002,0.00074748694896700004,-4.0993684141676923e-16,-2.0057740190981832e-17
111,data/1_2024/shard-000477.tar,1157503,START,mild,15,70,85,341,-27.5,lt2,false,true,0.0038699954748153687,-0.00026074051856994629,0,0,0.024225279688835144,0.0038699954748199999,-0.00026074051857000001,-4.6312779999890807e-15,5.3722217646656745e-17
112,data/1_2024/shard-000477.tar,1181375,START,mild,0,102,102,358,-51,2to4,true,false,8.7764114141464233e-05,-0.0010968521237373352,0,0,0.028520777821540833,8.7764114141499999e-05,-0.00109685212374,-3.5765119164865578e-17,2.6647520995348728e-15
113,data/1_2024/shard-000477.tar,1189375,START,mild,6,89,95,351,-41.5,2to4,true,false,0.00097191333770751953,0.003237500786781311,0,0,0.0081716626882553101,0.00097191333770800005,0.00323750078678,-4.8051840284557557e-16,1.311017266969472e-15
114,data/1_2024/shard-000477.tar,1189503,START,strong,8,227,235,491,-109.5,ge4,true,false,-0.0007499009370803833,0.0029786676168441772,0,0,-0.034454159438610077,-0.00074990093708000004,0.00297866761684,-3.8326546797362582e-16,4.1772141301521515e-15
115,data/1_2024/shard-000477.tar,1200375,START,mild,0,106,106,362,-53,2to4,true,false,0.0010243654251098633,0.0017834603786468506,0,0,0.0054855197668075562,0.0010243654251100001,0.00178346037865,-1.3682631416767066e-16,-3.1493904706358933e-15
116,data/1_2024/shard-000477.tar,1216503,END,mild,3,102,105,361,-49.5,2to4,true,true,0.004894554615020752,0.003536812961101532,0,5.5134296417236328e-07,0.060949467122554779,0.0049187391996399999,0.00351236760616,-2.4184584619247988e-05,2.4445354941532004e-05
117,data/1_2024/shard-000477.tar,1251375,START,mild,10,97,107,363,-43.5,2to4,true,false,0.0016903728246688843,0.0042832829058170319,-1.8686056137084961e-05,-6.7055225372314453e-07,-0.01606127992272377,0.0017087645828700001,0.00427315756679,-1.8391758201115804e-05,1.012533902703186e-05
118,data/1_2024/shard-000477.tar,1262503,START,mild,1,102,103,359,-50.5,2to4,true,false,-0.0018041059374809265,0.014483183622360229,0,0,-0.046031415462493896,-0.00180410593748,0.0144831836224,-9.2655917660611209e-16,-3.9770270410244279e-14
119,data/1_2024/shard-000477.tar,1272503,END,mild,5,97,102,358,-46,2to4,true,true,0.0048348605632781982,0.0098232999444007874,0,0,-0.071885883808135986,0.0048348605632799998,0.0098232999443999998,-1.8015103298019142e-15,7.8756445809347042e-16
120,data/1_2024/shard-000477.tar,1278503,END,medium,22,101,123,379,-39.5,2to4,true,false,0.0010131821036338806,-7.6964497566223145e-06,-4.6938657760620117e-07,3.3654272556304932e-05,0.087515197694301605,0.0010145157575600001,-1.75610184669e-05,-1.3336539261194803e-06,9.8645687102776851e-06
121,data/1_2024/shard-000477.tar,1283375,START,mild,1,101,102,358,-50,2to4,true,false,0.0029892399907112122,0.00057499110698699951,0,0,0.053982347249984741,0.00298923999071,0.00059219449758499999,1.212138028838794e-15,-1.7203390598000481e-05
122,data/1_2024/shard-000477.tar,1317503,START,mild,8,62,70,326,-27,lt2,false,true,-0.0001923292875289917,0.0012294799089431763,0,0,0.11501473188400269,-0.00019232928752899999,0.00122947990894,8.2941466195141089e-18,3.1762786845135338e-15
123,data/1_2024/shard-000477.tar,1324503,END,mild,22,86,108,364,-32,2to4,true,false,0.0035383701324462891,0.0014161020517349243,0,0,-0.03346484899520874,0.0035383701324500001,0.0014161020517300001,-3.7110071959833846e-15,4.924229426994664e-15
124,data/1_2024/shard-000477.tar,1326503,END,mild,6,54,60,316,-24,lt2,false,true,0.0015927404165267944,6.8962574005126953e-05,0,0,-0.030892372131347656,0.00159274041653,6.8962574005099997e-05,-3.2055521431706424e-15,2.6955976513420854e-17
125,data/1_2024/shard-000477.tar,1348503,START,mild,16,48,64,320,-16,lt2,false,true,0.00064314901828765869,0.00082555413246154785,-8.8736414909362793e-06,-2.8751790523529053e-05,0.0014686994254589081,0.00063543394207999997,0.00085742771625499999,7.715076207658717e-06,-3.1873583793452136e-05
126,data/1_2024/shard-000477.tar,1360503,START,mild,12,93,105,361,-40.5,2to4,true,true,0.0017201751470565796,0.0033124685287475586,0,0,0.011314481496810913,0.00172017514706,0.0033124685287499998,-3.4204410137572694e-15,-2.4411896115683618e-15
127,data/1_2024/shard-000477.tar,1390375,START,mild,26,80,106,362,-27,lt2,false,true,-0.00086116045713424683,0.00012212619185447693,0,0,-0.023886267095804214,-0.00086116045713399995,0.00012212619185399999,-2.4687283467494936e-16,4.769405356763734e-16
128,data/1_2024/shard-000477.tar,1400503,END,mild,26,76,102,358,-25,lt2,false,true,0.0031878501176834106,0.0027849674224853516,0,0,-0.015277326107025146,0.0031878501176800002,0.0027849674224900002,3.4104663537704027e-15,-4.6486252347488488e-15
129,data/1_2024/shard-000477.tar,1408503,START,mild,9,97,106,362,-44,2to4,true,true,0.0019133687019348145,0.0038734376430511475,0,2.2321939468383789e-05,0.0008589625358581543,0.0019133687019299999,0.0038751065730999999,4.814508167139131e-15,-1.6689300488524107e-06
130,data/1_2024/shard-000477.tar,1439375,START,strong,81,173,254,510,-46,2to4,true,false,-0.00040078163146972656,0.0063105523586273193,0,0,-0.017236948013305664,-0.00040078163147,0.0063105523586300004,2.7343578790084422e-16,-2.6810151321221554e-15
131,data/1_2024/shard-000477.tar,1453503,END,medium,35,78,113,369,-21.5,lt2,false,true,0.0035754591226577759,0.013140037655830383,0,0,-0.034203797578811646,0.0035754591226599998,0.0131400376558,-2.2239154962022667e-15,3.0383681681733776e-14
132,data/1_2024/shard-000477.tar,1454503,START,mild,17,70,87,343,-26.5,lt2,false,false,0.0026914030313491821,6.5699219703674316e-05,0,0,-0.0092820972204208374,0.0026914030313500001,6.5699219703699998e-05,-8.1792211892306455e-16,-2.5682038960750386e-17
133,data/1_2024/shard-000477.tar,1466375,END,mild,20,42,62,318,-11,lt2,false,true,-0.00058144330978393555,0.00087299942970275879,0,0,0.014975458383560181,-0.00058144330978399995,0.00087299942970300002,6.4401609045638963e-17,-2.4123498337802474e-16
134,data/1_2024/shard-000477.tar,1478375,START,mild,23,79,102,358,-28,lt2,false,false,0.0025407597422599792,0.0058510452508926392,0,0,-0.014212764799594879,0.0025407597422600001,0.0058510452508899998,-2.0816681711721685e-17,2.639381768698712e-15
135,data/1_2024/shard-000477.tar,1496503,START,mild,4,63,67,323,-29.5,lt2,false,true,0.0034709274768829346,0.0076563730835914612,1.2069940567016602e-06,-5.1513314247131348e-05,-0.12052218616008759,0.00345738232136,0.0077078863978400003,1.3545155522934598e-05,-5.1513314248539076e-05
136,data/1_2024/shard-000477.tar,1497375,END,mild,26,53,79,335,-13.5,lt2,false,true,-0.0010199546813964844,-0.00078618526458740234,0,0,0.01657915860414505,-0.0010199546814,-0.000786185264587,3.5156339645014967e-15,-4.023474262093707e-16
137,data/1_2024/shard-000477.tar,1503503,END,mild,26,53,79,335,-13.5,lt2,false,true,-0.0015017092227935791,0.0022501647472381592,0,2.3618340492248535e-05,0.0043527334928512573,-0.0014891922473900001,0.0021909773349800001,-1.2516975403579047e-05,5.9187412258159076e-05
138,data/1_2024/shard-000477.tar,1519503,START,mild,11,74,85,341,-31.5,lt2,false,false,0.0031163543462753296,-8.9183449745178223e-05,0,0,-0.010334223508834839,0.0031163543462799999,-8.9183449745200002e-05,-4.6703092781985589e-15,2.177891113980257e-17
139,data/1_2024/shard-000477.tar,1521503,START,mild,19,87,106,362,-34,2to4,true,true,0.0035043582320213318,0.020363479852676392,0,0,-0.031848922371864319,0.00350435823202,0.020363479852700001,1.3318339486811936e-15,-2.3609586508044345e-14
140,data/1_2024/shard-000477.tar,1530503,START,mild,18,49,67,323,-15.5,lt2,false,true,-0.00058525800704956055,0.0025664269924163818,0,0,0.086265303194522858,-0.00058525800704999997,0.00256642699242,4.3942714050837495e-16,-3.6181994900186254e-15
141,data/1_2024/shard-000477.tar,1533503,END,mild,23,84,107,363,-30.5,lt2,false,false,0.00032535940408706665,0.0019511431455612183,0,0,0.016190528869628906,0.00032535940408700003,0.0019511431455600001,6.6624223499234247e-17,1.2182095610047128e-15
142,data/1_2024/shard-000477.tar,1538503,END,mild,8,98,106,362,-45,2to4,true,true,0.0068546496331691742,0.0027772560715675354,0,0,0.061337292194366455,0.0068546496331699999,0.00277725607157,-8.2572837456496018e-16,-2.4646083784940487e-15
143,data/1_2024/shard-000477.tar,1579375,START,mild,24,79,103,359,-27.5,lt2,false,false,-0.00017768144607543945,0.0016311407089233398,5.3942203521728516e-06,-7.8827142715454102e-06,0.008350074291229248,-0.00016269087791399999,0.00163854658604,-1.4990568161439463e-05,-7.4058771166601606e-06
144,data/1_2024/shard-000477.tar,1615503,END,mild,6,53,59,315,-23.5,lt2,false,true,-4.682689905166626e-05,0.0057806819677352905,0,0,-0.011465176939964294,-4.6826899051699999e-05,0.0057806819677400003,3.3739016355033291e-17,-4.7097742372770313e-15
145,data/1_2024/shard-000477.tar,1617503,START,medium,54,113,167,423,-29.5,lt2,false,true,0.0034417733550071716,0.0034018158912658691,0,0,-0.091990664601325989,0.0034417733550100001,0.00340181589127,-2.828466627580184e-15,-4.1308102771697719e-15
146,data/1_2024/shard-000477.tar,1637503,START,mild,22,84,106,362,-31,lt2,false,true,0.0020814239978790283,0.0037080645561218262,1.3709068298339844e-05,2.3618340492248535e-05,0.0039960294961929321,0.00211691856384,0.00368444621563,-3.5494565960971728e-05,2.361834049182613e-05
147,data/1_2024/shard-000477.tar,1641503,START,mild,22,70,92,348,-24,lt2,false,true,0.0013260990381240845,0.0018391013145446777,0,0,-0.00071820616722106934,0.0013260990381200001,0.0018391013145400001,4.0844064241873923e-15,4.6776818529714603e-15
148,data/1_2024/shard-000477.tar,1652375,END,mild,5,101,106,362,-48,2to4,true,true,-0.00064381957054138184,0.0055082738399505615,0,0,0.0097654163837432861,-0.00064381957054099998,0.0055082738399500003,-3.8185600514939466e-16,5.611830444784971e-16
149,data/1_2024/shard-000477.tar,1663375,START,mild,30,72,102,358,-21,lt2,false,false,-0.00055077672004699707,0.00099822133779525757,0,2.1338462829589844e-05,0.013079613447189331,-0.00054303556680699997,0.00099822133779499996,-7.7411532399971001e-06,2.5760643618255585e-16
150,data/1_2024/shard-000477.tar,1666503,START,mild,0,105,105,361,-52.5,2to4,true,false,0.006054263561964035,-0.00021940097212791443,0,-6.4916908740997314e-05,0.030111756175756454,0.0060584992170300001,-0.00023215636611,-4.2356550659650161e-06,1.2755393982085572e-05
151,data/1_2024/shard-000477.tar,1675503,START,strong,36,199,235,491,-81.5,ge4,true,false,0.003263518214225769,0.003369554877281189,0,0,0.0337638258934021,0.00326351821423,0.0033695548772799998,-4.2309905579074325e-15,1.1891529427821013e-15
152,data/1_2024/shard-000477.tar,1680503,START,mild,21,43,64,320,-11,lt2,false,false,0.0013402700424194336,0.00043309479951858521,0,0,-0.0034200698137283325,0.00134027004242,0.00043309479951900002,-5.6638721490642752e-16,-4.14815751192954e-16
153,data/1_2024/shard-000477.tar,1715503,START,medium,40,83,123,379,-21.5,lt2,false,true,0.00047391653060913086,-0.00018835067749023438,0,0,0.008011355996131897,0.000473916530609,-0.00018835067749,1.3086320221900039e-16,-2.3437740463705392e-16
154,data/1_2024/shard-000477.tar,1723503,START,mild,26,59,85,341,-16.5,lt2,false,true,-0.00051419436931610107,-0.00050520151853561401,0,0,0.045676402747631073,-0.00051419436931600003,-0.00050520151853599999,-1.0104764247564901e-16,3.8597597340483958e-16
155,data/1_2024/shard-000477.tar,1726503,START,mild,5,97,102,358,-46,2to4,true,false,0.0025655478239059448,0.00453224778175354,2.0086765289306641e-05,3.6768615245819092e-05,0.013166069984436035,0.0025620609521900001,0.0045181736350099998,3.486871715944681e-06,1.4074146743540267e-05
156,data/1_2024/shard-000477.tar,1729375,START,mild,24,61,85,341,-18.5,lt2,false,true,-0.0017713010311126709,0.00015031546354293823,0,0,0.005072765052318573,-0.0017713010311100001,0.000150315463543,-2.6708236317007916e-15,-6.1772418777361615e-17
157,data/1_2024/shard-000477.tar,1734503,END,mild,7,57,64,320,-25,lt2,false,false,-0.00034597516059875488,0.0052422583103179932,-7.584691047668457e-06,1.52587890625e-05,-0.017749771475791931,-0.00033839046955100001,0.0052142143249500001,-7.5846910477548679e-06,2.8043985367993095e-05
158,data/1_2024/shard-000477.tar,1738503,START,mild,12,47,59,315,-17.5,lt2,false,true,-0.00015097856521606445,0.0063873976469039917,0,0,0.017526865005493164,-0.000150978565216,0.0063873976469000001,-6.4455819154263239e-17,3.9915987182226331e-15
159,data/1_2024/shard-000477.tar,1749503,START,mild,2,57,59,315,-27.5,lt2,false,true,0.002436518669128418,0.0020710080862045288,-6.2733888626098633e-06,5.8561563491821289e-06,-0.029139690101146698,0.0024153590202300001,0.0021225064992900001,2.1159648898417833e-05,-5.1498413085471293e-05
160,data/1_2024/shard-000477.tar,1762375,START,mild,1,84,85,341,-41.5,2to4,true,false,0.0018295124173164368,0.0038035735487937927,0,0,0.098748542368412018,0.0018295124173200001,0.0038035735487900002,-3.5633388600908589e-15,3.7925391993542945e-15
161,data/1_2024/shard-000477.tar,1768503,START,mild,22,83,105,361,-30.5,lt2,false,true,0.0017342120409011841,0.0024019703269004822,0,-2.9265880584716797e-05,0.032724730670452118,0.0017192661762200001,0.0024432316422499998,1.4945864681184008e-05,-4.1261315349517668e-05
162,data/1_2024/shard-000477.tar,1772503,START,mild,9,76,85,341,-33.5,2to4,true,true,-0.010096929967403412,0.00065702944993972778,0,0,-0.050172917544841766,-0.0100969299674,0.00065702944994000003,-3.4122010772463796e-15,-2.7224316551111016e-16
163,data/1_2024/shard-000477.tar,1778375,START,mild,9,91,100,356,-41,2to4,true,true,0.0018884390592575073,0.0016876459121704102,4.8428773880004883e-06,-9.0450048446655273e-06,-0.032900050282478333,0.0018638670444500001,0.0016876459121699999,2.4572014807507266e-05,4.1026210206851488e-16
164,data/1_2024/shard-000477.tar,1780375,END,mild,29,77,106,362,-24,lt2,false,false,0.00060523301362991333,-9.9755823612213135e-05,0,0,-0.018873095512390137,0.00060523301362999996,-9.9755823612200002e-05,-8.6627753581591804e-17,-1.3132398814230672e-17
165,data/1_2024/shard-000477.tar,1789503,START,mild,10,75,85,341,-32.5,2to4,true,true,-0.0033969283103942871,0.0018620342016220093,0,0,0.020271480083465576,-0.0033969283103900002,0.00186203420162,-4.2869353900076845e-15,2.0092434660501368e-15
166,data/1_2024/shard-000477.tar,1797375,START,medium,8,146,154,410,-69,ge4,true,false,0.0020582824945449829,-0.001708589494228363,1.7903745174407959e-05,0,-0.019276611506938934,0.0020668953657199999,-0.00170858949423,-8.6128711750169638e-06,1.6369284400186146e-15
167,data/1_2024/shard-000477.tar,1820503,END,medium,11,165,176,432,-77,ge4,true,false,-0.00079834461212158203,0.0096582025289535522,0,0,-0.078733935952186584,-0.00079834461212199999,0.0096582025289499995,4.1795993749316196e-16,3.5527136788005009e-15
168,data/1_2024/shard-000477.tar,1824503,START,mild,8,56,64,320,-24,lt2,false,false,0.00030823051929473877,0.00074806809425354004,0,0,0.053339838981628418,0.00030823051929500001,0.00074806809425399996,-2.6123851346038229e-16,-4.5991856156835098e-16
169,data/1_2024/shard-000477.tar,1835503,START,mild,6,104,110,366,-49,2to4,true,true,-5.0023198127746582e-05,0.012889377772808075,0,0,0.055987752974033356,-5.0023198127700002e-05,0.0128893777728,-4.6580035835408484e-17,8.075137780672037e-15
170,data/1_2024/shard-000477.tar,1848503,START,mild,12,73,85,341,-30.5,lt2,false,false,-0.00193825364112854,0.008338049054145813,0,0,0.00078532099723815918,-0.00193825364113,0.0083380490541500006,1.4599866454689803e-15,-4.1876224710080123e-15
171,data/1_2024/shard-000477.tar,1855375,START,medium,31,121,152,408,-45,2to4,true,true,-6.8187713623046875e-05,-0.00033897161483764648,0,0,0.012124434113502502,-6.8187713622999997e-05,-0.00033897161483799999,-4.6878191432841998e-17,3.5350411833889872e-16
172,data/1_2024/shard-000477.tar,1859503,START,mild,26,76,102,358,-25,lt2,false,true,-0.00015647709369659424,0.0024404525756835938,0,0,-0.019771978259086609,-0.000156477093697,0.0024404525756799998,4.0576266305270003e-16,3.5939133613549501e-15
173,data/1_2024/shard-000477.tar,1867503,START,mild,8,100,108,364,-46,2to4,true,true,0.0054768472909927368,0.0090549588203430176,0,0,0.03866952657699585,0.0054768472909900003,0.0090549588203399992,2.7365262833534132e-15,3.0184188481996443e-15
174,data/1_2024/shard-000477.tar,1873375,START,medium,27,144,171,427,-58.5,2to4,true,true,0.0096873939037322998,0.0054596737027168274,0,0,-0.075839973986148834,0.0096873939037299996,0.0054596737027200002,2.3002433291452462e-15,-3.1728092375615802e-15
175,data/1_2024/shard-000477.tar,1883503,START,mild,10,97,107,363,-43.5,2to4,true,true,-0.0021073520183563232,0.0035231411457061768,0,0,0.042432487010955811,-0.00210735201836,0.0035231411457100001,3.6767464073328426e-15,-3.8233305410528828e-15
176,data/1_2024/shard-000477.tar,1895503,END,mild,25,77,102,358,-26,lt2,false,true,0.0028124898672103882,0.004277646541595459,0,0,0.029218368232250214,0.00281248986721,0.0042776465415999996,3.8814437774981059e-16,-4.5406386983692926e-15
177,data/1_2024/shard-000477.tar,1897503,END,mild,7,95,102,358,-44,2to4,true,false,0.00023974478244781494,0.004255145788192749,0,0,0.0315665602684021,0.00023974478244799999,0.0042551457881900004,-1.8504620578896347e-16,2.7486693476852508e-15
178,data/1_2024/shard-000477.tar,1901503,END,medium,6,173,179,435,-83.5,ge4,true,false,0.0046948269009590149,0.0022303089499473572,0,0,-0.029165409505367279,0.0046948269009600002,0.00223030894995,-9.8532293435482643e-16,-2.6428512156506656e-15
179,data/1_2024/shard-000477.tar,1903503,START,mild,16,86,102,358,-35,2to4,true,false,0.0042649954557418823,0.012790381908416748,0,0,0.05293552577495575,0.0042649954557400001,0.012790381908399999,1.8821749714348357e-15,1.6748755160556072e-14
180,data/1_2024/shard-000477.tar,1917375,END,mild,13,92,105,361,-39.5,2to4,true,false,0.0052835792303085327,-0.0015701055526733398,0,0,-0.016846343874931335,0.0052835792303100003,-0.0015701055526700001,-1.4675760606763788e-15,-3.3397763721243479e-15
181,data/1_2024/shard-000477.tar,1925375,START,mild,1,105,106,362,-52,2to4,true,true,0.0028707459568977356,0.026725463569164276,0,0,-0.065116137266159058,0.0028707459568999998,0.026725463569200001,-2.2642478170187275e-15,-3.5724895264266365e-14
182,data/1_2024/shard-000477.tar,1928375,END,mild,6,77,83,339,-35.5,2to4,true,true,0.0036539807915687561,0.013407513499259949,0,0,-0.049984276294708252,0.0036539807915699999,0.0134075134993,-1.2437967322753707e-15,-4.0051295613352522e-14
183,data/1_2024/shard-000477.tar,1946503,END,medium,25,89,114,370,-32,2to4,true,false,0.0006783604621887207,0.002681344747543335,7.3611736297607422e-06,0,-0.029013440012931824,0.00067099928855899997,0.00268134474754,7.3611736297207351e-06,3.3350058825654116e-15
184,data/1_2024/shard-000477.tar,1979503,START,mild,17,89,106,362,-36,2to4,true,false,-0.0023601129651069641,-0.00065124779939651489,0,0,-0.030742257833480835,-0.0023601129651099999,-0.00065124779939699996,3.0357660829594124e-15,4.8507205197001468e-16
185,data/1_2024/shard-000477.tar,1983503,START,mild,15,87,102,358,-36,2to4,true,false,0.00038310885429382324,0.0046593397855758667,0,0,0.0019856095314025879,0.00038310885429400002,0.0046593397855799997,-1.767791642237615e-16,-4.1329786815147429e-15
186,data/1_2024/shard-000477.tar,1995375,START,medium,34,171,205,461,-68.5,ge4,true,false,0.0011592358350753784,0.002419397234916687,0,0,-0.020800158381462097,0.0011592358350799999,0.0024193972349199999,-4.6215201804367112e-15,-3.3128881582467073e-15
187,data/1_2024/shard-000477.tar,2002503,END,mild,4,102,106,362,-49,2to4,true,true,0.0027093589305877686,0.0032517910003662109,0,0,-0.010601416230201721,0.0027093589305899998,0.00325179100037,-2.2312880709751681e-15,-3.7890697524023409e-15
188,data/1_2024/shard-000477.tar,2012503,START,mild,12,79,91,347,-33.5,2to4,true,true,0.003473527729511261,0.0022580474615097046,0,0,0.048981450498104095,0.0034735277295099998,0.0022580474615099999,1.2611439670351388e-15,-2.9533667178505141e-16
189,data/1_2024/shard-000477.tar,2013503,END,mild,15,74,89,345,-29.5,lt2,false,true,0.0064705982804298401,0.0011879205703735352,0,0,-0.038507245481014252,0.0064705982804299997,0.00118792057037,-1.5959455978986625e-16,3.5351496036062358e-15
190,data/1_2024/shard-000477.tar,2026375,START,mild,0,61,61,317,-30.5,lt2,false,true,0.012151435017585754,0.0018663853406906128,0,0,-0.0077155977487564087,0.0121514350176,0.00186638534069,-1.424554918472154e-14,6.1279106788880711e-16
191,data/1_2024/shard-000477.tar,2037375,START,mild,30,76,106,362,-23,lt2,false,false,0.001264616847038269,0.0029364526271820068,0,0,0.0012951940298080444,0.0012646168470400001,0.0029364526271800002,-1.7310371885903564e-15,2.0066413808361716e-15
192,data/1_2024/shard-000477.tar,2038375,END,mild,0,105,105,361,-52.5,2to4,true,false,0.0013461560010910034,0.0033312365412712097,0,0,-0.0070255696773529053,0.0013461560010900001,0.0033312365412700002,1.0033206904180858e-15,1.2095359436248287e-15
193,data/1_2024/shard-000477.tar,2039503,START,mild,0,102,102,358,-51,2to4,true,false,0.0092338621616363525,-0.011391162872314453,0,0,0.0098316073417663574,0.0092338621616400007,-0.011391162872299999,-3.6481234699792253e-15,-1.4453716001838757e-14
194,data/1_2024/shard-000477.tar,2044503,START,mild,18,88,106,362,-35,2to4,true,false,0.00042842328548431396,0.0012293756008148193,0,0,0.015960365533828735,0.00042842328548399998,0.0012293756008100001,3.1398494915180208e-16,4.8192786566980672e-15
195,data/1_2024/shard-000477.tar,2075503,START,mild,20,83,103,359,-31.5,lt2,false,true,0.0089661702513694763,0.00095462054014205933,0,0,0.012649103999137878,0.0089661702513700002,0.00095462054014200002,-5.2388648974499574e-16,5.9305858834957093e-17
196,data/1_2024/shard-000477.tar,2080503,END,strong,59,158,217,473,-49.5,2to4,true,false,-0.0046945586800575256,0.0022939443588256836,0,0,-0.021191231906414032,-0.0046945586800600002,0.00229394435883,2.4745830384809153e-15,-4.3164256890992903e-15
197,data/1_2024/shard-000477.tar,2085375,START,mild,16,86,102,358,-35,2to4,true,false,0.0023721158504486084,0.0041616708040237427,3.9890408515930176e-05,5.0663948059082031e-07,0.025223523378372192,0.00230903923512,0.0041902512311900002,6.3076615328608397e-05,-2.8580427166257499e-05
198,data/1_2024/shard-000477.tar,2086503,START,mild,5,101,106,362,-48,2to4,true,true,0.0036375671625137329,0.0038875788450241089,0,0,-0.012939102947711945,0.0036375671625099998,0.0038875788450200002,3.7331249203020889e-15,4.1086925528510676e-15
199,data/1_2024/shard-000477.tar,2092503,START,mild,26,80,106,362,-27,lt2,false,true,0.0025172829627990723,0.00038352608680725098,3.5762786865234375e-07,2.1025538444519043e-05,-0.0090053528547286987,0.0025172829627999999,0.00032103061675999999,-9.2764337877859759e-16,6.249547004725099e-05
200,data/1_2024/shard-000477.tar,2099503,END,mild,8,88,96,352,-40,2to4,true,true,0.00097692012786865234,-0.0074754059314727783,0,0,-0.021147444844245911,0.00097692012786899994,-0.0074754059314700002,-3.4759521649885272e-16,-2.7781596467768566e-15
201,data/1_2024/shard-000477.tar,2105503,START,mild,31,75,106,362,-22,lt2,false,false,-0.00054011493921279907,0.0011018812656402588,0,0,-0.032467260956764221,-0.00054011493921299997,0.0011018812656400001,2.0090266256156397e-16,2.5869063835504136e-16
202,data/1_2024/shard-000477.tar,2107375,START,medium,38,154,192,448,-58,2to4,true,true,0.044266067445278168,0.00034956634044647217,0,0,-0.010983452200889587,0.044266067445299997,0.000349566340446,-2.182976022169214e-14,4.7217004611743718e-16
203,data/1_2024/shard-000477.tar,2115375,START,mild,23,75,98,354,-26,lt2,false,true,0.0044341683387756348,0.0043747872114181519,0,0,0.0078521370887756348,0.0041687190532699999,0.0044755339622499996,0.00026544928550563483,-0.00010074675083184773
204,data/1_2024/shard-000477.tar,2138503,END,mild,18,86,104,360,-34,2to4,true,false,0.0021012872457504272,0.0033871084451675415,0,0,-0.0064009726047515869,0.0021012872457500001,0.00338710844517,4.2717565595928875e-16,-2.4585368463281299e-15
205,data/1_2024/shard-000477.tar,2149375,END,mild,27,79,106,362,-26,lt2,false,false,0.003534168004989624,0.005910627543926239,0,0,0.019521817564964294,0.00353416800499,0.0059106275439299999,-3.7600131341797294e-16,-3.7608804959177178e-15
206,data/1_2024/shard-000477.tar,2154503,END,medium,26,128,154,410,-51,2to4,true,true,-0.0014856904745101929,0.0037082135677337646,0,0,0.015955246984958649,-0.0014856904745100001,0.0037082135677299999,-1.9277114626792269e-16,3.7647836237386656e-15
207,data/1_2024/shard-000477.tar,2161503,END,medium,5,110,115,371,-52.5,2to4,true,true,0.011408671736717224,-0.0012622103095054626,0,0,0.080162562429904938,0.0114086717367,-0.00126221030951,1.7224069392973718e-14,4.5373860918518361e-15
208,data/1_2024/shard-000477.tar,2172503,END,medium,33,94,127,383,-30.5,lt2,false,true,0.0018069930374622345,0.0017161630094051361,0,0,-0.05381382629275322,0.00180699303746,0.0017161630094100001,2.2345406774926246e-15,-4.86394778620447e-15
209,data/1_2024/shard-000477.tar,2173503,START,medium,59,134,193,449,-37.5,2to4,true,true,0.00088708102703094482,0.00036998093128204346,0,0,-0.043195575475692749,0.00088708102703100001,0.00036998093128199998,-5.5185890579512176e-17,4.3476507116668728e-17
210,data/1_2024/shard-000477.tar,2192503,END,medium,23,105,128,384,-41,2to4,true,false,0.0034154653549194336,0.0088273808360099792,0,0,-0.012016803026199341,0.00341546535492,0.0088273808360100001,-5.6638721490642752e-16,-2.0816681711721685e-17
211,data/1_2024/shard-000477.tar,2197375,START,medium,11,128,139,395,-58.5,2to4,true,false,-0.00062870979309082031,0.0023961812257766724,0,0,0.0025806352496147156,-0.00062870979309099996,0.00239618122578,1.7965229998084808e-16,-3.3276333077925102e-15
212,data/1_2024/shard-000477.tar,2199503,END,mild,31,73,104,360,-21,lt2,false,false,0.0016548484563827515,0.0013422071933746338,-1.1533498764038086e-05,3.0919909477233887e-06,-0.021546840667724609,0.0016883090138399999,0.0013408809900300001,-3.3460557457248461e-05,1.3262033446337276e-06
213,data/1_2024/shard-000477.tar,2207503,END,mild,11,69,80,336,-29,lt2,false,false,0.00046677142381668091,-0.0026719272136688232,0,0,0.03728223592042923,0.00046677142381699999,-0.0026719272136699998,-3.1908069936248395e-16,1.1765761975812694e-15
214,data/1_2024/shard-000477.tar,2211375,END,mild,21,85,106,362,-32,2to4,true,false,0.0015598312020301819,0.0015980526804924011,0,0,-0.023270167410373688,0.00155983120203,0.00159805268049,1.8192912454306764e-16,2.4010741311863981e-15
215,data/1_2024/shard-000477.tar,2240503,START,mild,22,84,106,362,-31,lt2,false,true,0.0012443140149116516,0.0022816210985183716,0,0,0.028408192098140717,0.0012443140149099999,0.0022816210985200001,1.6516735895644175e-15,-1.6284716630732277e-15
