pair_id,source_shard,sample_id,original_side,zoom_band,k_start,k_end,available,full_height,signed_shift_start,M_TOP_PRE,M_TOP_MID,M_TOP_POST,M_BOT_PRE,M_BOT_MID,M_BOT_POST,G_PRE_MID,G_MID_POST,G_PRE_POST,content_asymmetry,in_balanced_subset
235,data/1_2024/shard-000477.tar,2377503,END,mild,22,85,107,363,-31.5,0.000442907214165,0.00348374247551,0.00466035306454,0.000324174761772,0.00062683224678,0.00194482505322,0.00273817777634,-0.000141382217407,0.00259679555893,0.007458642,True
236,data/1_2024/shard-000477.tar,2379375,START,mild,21,64,85,341,-21.5,0.00477407872677,0.00198072195053,0.00736126303673,0.00083301961422,0.000900894403458,0.00114262104034,-0.00286123156548,0.00513881444931,0.00227758288383,0.006569065,True
237,data/1_2024/shard-000477.tar,2379503,END,mild,5,101,106,362,-48.0,-0.000781297683716,0.00059225410223,0.00261466950178,0.00147975236177,-0.000646881759167,0.000570103526115,0.00348773598671,0.000826627016068,0.00431436300278,0.006333172,True
238,data/1_2024/shard-000477.tar,2381503,START,mild,1,104,105,361,-51.5,-0.00179789215326,0.000393703579903,0.000561967492104,0.00779989361763,0.00952917337418,0.00844725966454,0.00046231597662,0.00125017762184,0.00171249359846,0.029457565,False
239,data/1_2024/shard-000477.tar,2382503,END,mild,31,75,106,362,-22.0,0.00137607753277,0.000957518815994,0.000664502382278,0.00147907435894,0.00189503282309,0.000563837587833,-0.00083451718092,0.00103817880154,0.000203661620617,0.010058358,False
240,data/1_2024/shard-000477.tar,2391503,START,mild,9,51,60,316,-21.0,0.00603605806828,0.00566053390503,0.0050506144762,0.00196292996407,0.00226067006588,0.00182403624058,-0.00067326426506,-0.000173285603523,-0.000846549868584,0.008645952,False
241,data/1_2024/shard-000477.tar,2393375,END,mild,16,90,106,362,-37.0,0.00463908910751,0.00080706179142,0.00167499482632,0.0091866850853,0.00738827884197,0.00697456300259,-0.00200895965099,0.00127206742764,-0.000736892223358,0.007307146,True
242,data/1_2024/shard-000477.tar,2400375,END,mild,27,58,85,341,-15.5,0.000863879919052,-3.75136733055e-05,0.000591695308685,-0.000228717923164,-0.000121898949146,0.000559903681278,-0.0010472163558,1.44094228745e-05,-0.00103280693293,0.001416598,True
243,data/1_2024/shard-000477.tar,2429375,END,medium,21,133,154,410,-56.0,-0.00217086821795,0.00115261971951,0.00140773132443,0.000884406268597,0.000169143080711,0.000299584120512,0.00403875112534,0.000124670565128,0.00416342169046,0.020159587,False
244,data/1_2024/shard-000477.tar,2437503,START,medium,35,79,114,370,-22.0,0.00295555591583,0.00288531184196,0.0016748458147,-0.000517100095749,0.000328883528709,-9.73045825958e-05,-0.000916227698326,-0.000784277915955,-0.00170050561428,0.009729035,False
245,data/1_2024/shard-000477.tar,2439503,END,mild,1,67,68,324,-33.0,0.00502166152,0.00430227816105,0.00470717251301,-0.00171864032745,0.000760659575462,0.000916421413422,-0.00319868326187,0.000249132514,-0.00294955074787,0.017202199,False
246,data/1_2024/shard-000477.tar,2443375,START,mild,15,70,85,341,-27.5,0.000438943505287,0.000716790556908,0.00126527249813,0.00169199705124,0.00400999188423,0.00416374206543,-0.00204014778137,0.000394731760025,-0.00164541602135,0.01626065,False
247,data/1_2024/shard-000477.tar,2457503,START,mild,13,97,110,366,-42.0,-0.00221686065197,-0.000726699829102,-0.00134082883596,0.000290147960186,0.00496843457222,0.000593438744545,-0.00318812578917,0.00376086682081,0.000572741031647,0.007517405,True
248,data/1_2024/shard-000477.tar,2492375,START,mild,4,101,105,361,-48.5,0.00701230764389,0.0053968578577,0.00432941317558,0.00415879487991,0.00175224244595,0.00285673141479,0.000791102647781,-0.00217193365097,-0.00138083100319,0.010276541,False
249,data/1_2024/shard-000477.tar,2496375,END,medium,10,106,116,372,-48.0,-0.00122679024935,0.00105668604374,0.00158786028624,0.00800001621246,0.00353359431028,0.00659591704607,0.00674989819527,-0.00253114849329,0.00421874970198,0.000635095,True
250,data/1_2024/shard-000477.tar,2500503,START,medium,42,110,152,408,-34.0,0.00172004103661,0.00380101799965,0.004584223032,0.00190216302872,0.00171445310116,0.00125767290592,0.00222074985504,0.00123953819275,0.00346028804779,0.005581599,True
251,data/1_2024/shard-000477.tar,2526375,START,medium,24,91,115,371,-33.5,0.00367659330368,-0.00150680541992,0.000712558627129,0.00215169787407,0.00124950706959,5.90831041336e-05,-0.00428120791912,0.0034097880125,-0.000871419906616,0.015498385,False
252,data/1_2024/shard-000477.tar,2529375,END,mild,10,60,70,326,-25.0,0.00114441663027,0.00136068463326,0.00085524469614,0.000426307320595,-0.00326479971409,-0.00509361177683,0.00390737503767,0.00132337212563,0.0052307471633,0.001500316,True
253,data/1_2024/shard-000477.tar,2533375,START,medium,7,150,157,413,-71.5,0.00382712483406,0.00102135539055,0.00274812430143,0.000690147280693,-0.00365568697453,-0.00179143995047,0.00154006481171,-0.000137478113174,0.00140258669853,0.034976222,False
254,data/1_2024/shard-000477.tar,2534503,END,mild,8,100,108,364,-46.0,0.00100563466549,0.000305071473122,0.00218370556831,-0.000707969069481,0.000421673059464,0.00106732547283,-0.00177063792944,0.00123634189367,-0.000534296035767,0.003671583,True
255,data/1_2024/shard-000477.tar,2555503,END,mild,9,60,69,325,-25.5,0.00189533829689,0.000875353813171,0.00131572782993,0.00228913128376,0.00285795331001,0.00154803693295,-0.00158880650997,0.00175029039383,0.000161483883858,0.00692863,True
256,data/1_2024/shard-000477.tar,2557503,END,mild,19,87,106,362,-34.0,5.54174184799e-05,-0.000458493828773,-0.000809825956821,0.00316648185253,0.00280852615833,0.00386712700129,-0.000155955553055,-0.001409932971,-0.00156588852406,0.00820636,True
257,data/1_2024/shard-000477.tar,2581503,START,mild,12,90,102,358,-39.0,0.00275818258524,0.00162560492754,0.000862777233124,0.00381588935852,0.00432818382978,0.00438490509987,-0.00164487212896,-0.0008195489645,-0.00246442109346,0.002579004,True
258,data/1_2024/shard-000477.tar,2587375,END,medium,26,90,116,372,-32.0,-0.000641912221909,-0.00042862445116,0.00256419926882,0.00303153693676,0.00426967442036,0.00238479673862,-0.00102484971285,0.00487770140171,0.00385285168886,0.007573515,True
259,data/1_2024/shard-000477.tar,2592503,END,mild,7,99,106,362,-46.0,-0.00257759541273,-0.00199808180332,-0.000803202390671,0.00842649489641,0.00814063847065,0.00975134968758,0.000865370035172,-0.000415831804276,0.000449538230896,0.021903358,False
260,data/1_2024/shard-000477.tar,2636503,END,mild,12,94,106,362,-41.0,0.00332021713257,0.00424244999886,0.00515203177929,0.00342620909214,0.00593721866608,0.00674545764923,-0.00158877670765,0.000101342797279,-0.00148743391037,0.001917027,True
261,data/1_2024/shard-000477.tar,2644375,END,mild,0,106,106,362,-53.0,0.00808010995388,0.00507954508066,0.00594579428434,0.0159072056413,0.0230153501034,0.0205138027668,-0.0101087093353,0.00336779654026,-0.00674091279507,0.005337618,True
262,data/1_2024/shard-000477.tar,2646503,END,strong,22,191,213,469,-84.5,-0.00688890367746,0.00142209231853,0.00155767798424,0.00330480933189,0.00439623743296,0.00473484396935,0.00721956789494,-0.000203020870686,0.00701654702425,0.006704845,True
263,data/1_2024/shard-000477.tar,2647375,END,mild,9,96,105,361,-43.5,-0.00213784724474,0.00111267715693,0.000443432480097,0.00210163369775,0.00132092833519,0.000802367925644,0.00403122976422,-0.000150684267282,0.00388054549694,0.011295728,False
264,data/1_2024/shard-000477.tar,2663503,START,mild,20,51,71,327,-15.5,0.000877141952515,-0.000534847378731,-0.000399813055992,0.00193763524294,0.00242450833321,0.00139387696981,-0.00189886242151,0.00116566568613,-0.000733196735382,0.001628399,True
265,data/1_2024/shard-000477.tar,2680503,END,mild,15,62,77,333,-23.5,-0.00188861787319,-0.00182788819075,-0.00123560428619,0.0024662129581,0.00121556222439,0.00252647325397,0.00131138041615,-0.000718627125025,0.00059275329113,0.011018153,False
266,data/1_2024/shard-000477.tar,2692375,START,mild,30,76,106,362,-23.0,-0.000449895858765,-0.00118474662304,-0.000377163290977,-0.00122344493866,-0.000748440623283,-0.0012012720108,-0.00120985507965,0.00126041471958,5.05596399307e-05,0.006583795,True
267,data/1_2024/shard-000477.tar,2698503,END,strong,47,272,319,575,-112.5,-0.0105101913214,0.000152394175529,0.00100895762444,0.00962653756142,0.00147274509072,0.00086173415184,0.0188163779676,0.00146757438779,0.0202839523554,0.005956091,True
268,data/1_2024/shard-000477.tar,2699503,START,mild,18,89,107,363,-35.5,0.00132986903191,0.00166414678097,0.00313799083233,0.0033647865057,0.00298546254635,0.00199340283871,0.000713601708412,0.002465903759,0.00317950546741,0.00681562,True
269,data/1_2024/shard-000477.tar,2709375,START,strong,44,174,218,474,-65.0,-0.00728468596935,0.00235824286938,0.0031026750803,0.0302681624889,0.0284185558558,0.0253167301416,0.0114925354719,0.00384625792503,0.0153387933969,0.033506371,False
270,data/1_2024/shard-000477.tar,2727375,START,mild,3,65,68,324,-31.0,0.00615683197975,0.00676771998405,0.00575779378414,0.00443144142628,0.00324113667011,0.00333027541637,0.00180119276047,-0.00109906494617,0.000702127814293,0.012420323,False
271,data/1_2024/shard-000477.tar,2728503,END,mild,28,68,96,352,-20.0,0.000389963388443,0.000723674893379,0.000125572085381,-0.00105306506157,-0.00114457309246,-0.00131966173649,0.000425219535828,-0.000423014163971,2.20537185669e-06,0.002738371,True
272,data/1_2024/shard-000477.tar,2737375,START,medium,29,163,192,448,-67.0,-0.00546268373728,0.00101187080145,0.00512171536684,0.00486350804567,0.0043338611722,0.00241729617119,0.0070042014122,0.0060264095664,0.0130306109786,0.014778767,False
273,data/1_2024/shard-000477.tar,2745503,START,mild,16,52,68,324,-18.0,-0.00192002207041,-0.00107226520777,-0.000454783439636,-0.000303968787193,0.000869788229465,0.000301606953144,-0.000326000154018,0.00118566304445,0.000859662890434,0.022194486,False
274,data/1_2024/shard-000477.tar,2755503,END,strong,38,217,255,511,-89.5,-0.000161685049534,-0.000976677983999,-0.00096021592617,0.00270329415798,0.00277020037174,0.00170813128352,-0.000881899148226,0.00107853114605,0.000196631997824,0.001921602,True
275,data/1_2024/shard-000477.tar,2764503,START,mild,10,92,102,358,-41.0,-0.00552528351545,-0.00225538760424,-0.00293520092964,0.0101029723883,0.00248254835606,0.00345157831907,0.0108903199434,-0.00164884328842,0.00924147665501,0.004167765,True
276,data/1_2024/shard-000477.tar,2766503,END,mild,9,97,106,362,-44.0,0.00082178413868,0.00194366276264,0.00156789273024,-0.000395521521568,-0.000436820089817,-0.001549012959,0.00116317719221,0.000736422836781,0.00189960002899,0.022166848,False
277,data/1_2024/shard-000477.tar,2798375,END,mild,5,64,69,325,-29.5,0.00115025788546,0.0020384863019,0.00238151848316,0.00022254884243,0.00117200613022,-0.000429823994637,-6.12288713455e-05,0.00194486230612,0.00188363343477,0.015010264,False
278,data/1_2024/shard-000477.tar,2798503,START,medium,31,92,123,379,-30.5,0.000395923852921,-0.000184051692486,0.00100576877594,0.00225197523832,0.000949211418629,7.32466578484e-05,0.000722788274288,0.00206578522921,0.00278857350349,0.004097618,True
279,data/1_2024/shard-000477.tar,2803375,END,medium,17,100,117,373,-41.5,-0.00254414975643,0.000406168401241,0.00123625248671,-0.00274582952261,0.000371530652046,-0.000194527208805,-0.000167042016983,0.00139614194632,0.00122909992933,0.001506388,True
280,data/1_2024/shard-000477.tar,2811503,END,mild,13,89,102,358,-38.0,0.0035260990262,0.00596432387829,0.0070109590888,-0.001797914505,-0.00150641053915,-0.00189585983753,0.00214672088623,0.0014360845089,0.00358280539513,0.011540517,False
281,data/1_2024/shard-000477.tar,2813375,END,mild,6,100,106,362,-47.0,0.0058525800705,0.0051391646266,0.00488134473562,0.00439383089542,0.00135067105293,-6.25550746918e-05,0.00232974439859,0.00115540623665,0.00348515063524,0.018168837,False
282,data/1_2024/shard-000477.tar,2819503,START,mild,15,49,64,320,-17.0,0.00872194766998,0.00782781839371,0.00796097889543,0.00336205214262,0.00237019360065,0.00282976031303,9.77292656898e-05,-0.000326406210661,-0.000228676944971,0.012443185,False
283,data/1_2024/shard-000477.tar,2821375,END,mild,6,58,64,320,-26.0,0.00145131349564,0.000164732336998,0.000416584312916,0.00199831277132,0.00223886221647,0.00177282094955,-0.00152026116848,0.000717893242836,-0.000802367925644,0.009509563,False
284,data/1_2024/shard-000477.tar,2821503,END,mild,9,94,103,359,-42.5,0.001415386796,0.00138501822948,0.00132948160172,0.00226464867592,0.00356857478619,0.00420990586281,-0.00133429467678,-0.000696867704391,-0.00203116238117,0.004975967,True
285,data/1_2024/shard-000477.tar,2826503,START,medium,0,140,140,396,-70.0,-0.00744939595461,0.000693537294865,-0.000310674309731,0.00768386572599,0.00248329341412,-0.000855058431625,0.0133435055614,0.00233414024115,0.0156776458025,0.010671318,False
286,data/1_2024/shard-000477.tar,2829503,END,mild,11,61,72,328,-25.0,0.000783450901508,0.000811375677586,0.00114322453737,0.00287902355194,0.000230312347412,0.000441536307335,0.00267663598061,0.000120624899864,0.00279726088047,0.001910277,True
287,data/1_2024/shard-000477.tar,2832503,END,medium,29,90,119,375,-30.5,-0.000756435096264,0.000905819237232,0.000229731202126,0.00149425119162,0.000624164938927,2.00420618057e-06,0.00253234058619,-5.39273023605e-05,0.00247841328382,0.006007664,True
288,data/1_2024/shard-000477.tar,2833375,END,mild,31,75,106,362,-22.0,0.000609800219536,-0.00178305804729,-0.00102686882019,0.0181305110455,0.0220146477222,0.0156144052744,-0.00627699494362,0.00715643167496,0.000879436731339,0.024768174,False
289,data/1_2024/shard-000477.tar,2835503,END,mild,6,96,102,358,-45.0,0.00247795879841,0.00287856161594,0.00317431986332,0.0128793418407,0.010290697217,0.0120021998882,0.00298924744129,-0.00141574442387,0.00157350301743,0.007321198,True
290,data/1_2024/shard-000477.tar,2864503,START,medium,22,128,150,406,-53.0,-0.00135646760464,-5.58719038963e-05,-0.000903502106667,-0.00455741584301,-0.000533886253834,-0.00174690783024,-0.00272293388844,0.000365391373634,-0.0023575425148,0.014560618,False
291,data/1_2024/shard-000477.tar,2875503,START,mild,20,41,61,317,-10.5,-0.000412821769714,-6.88582658768e-05,-0.000173330307007,0.000323534011841,0.00424192100763,0.00717347115278,-0.00357442349195,-0.00303602218628,-0.00661044567823,0.01435224,False
292,data/1_2024/shard-000477.tar,2878503,START,medium,30,173,203,459,-71.5,-0.00648577138782,0.000912081450224,0.00112834572792,0.00900688767433,0.00132545083761,0.00105825811625,0.0150792896748,0.000483456999063,0.0155627466738,0.007364921,True
293,data/1_2024/shard-000477.tar,2879503,START,mild,5,101,106,362,-48.0,0.00107179582119,0.00539450347424,0.00412724912167,0.00563549995422,0.00240567326546,0.00272211432457,0.00755253434181,-0.00158369541168,0.00596883893013,0.020258859,False
294,data/1_2024/shard-000477.tar,2881375,END,medium,33,95,128,384,-31.0,0.000370554625988,0.00300281494856,0.00337596982718,0.00315556675196,-0.00153262913227,-0.000559836626053,0.0073204562068,-0.000599637627602,0.0067208185792,0.002007797,True
295,data/1_2024/shard-000477.tar,2886503,START,strong,14,256,270,526,-121.0,-0.00319954007864,0.00344111770391,0.00617964565754,-0.00436291098595,-0.00121468678117,-0.00194090232253,0.00349243357778,0.00346474349499,0.00695717707276,0.013673432,False
296,data/1_2024/shard-000477.tar,2890503,START,medium,25,171,196,452,-73.0,-0.00466997921467,0.00202882289886,0.00336085259914,0.00605577230453,0.00879822671413,0.00913338363171,0.00395634770393,0.000996872782707,0.00495322048664,0.006418616,True
297,data/1_2024/shard-000477.tar,2901503,END,mild,9,67,76,332,-29.0,0.0053296610713,0.00417945533991,0.00378315895796,-4.94122505188e-05,0.00230415165424,-0.00049713999033,-0.00350376963615,0.00240499526262,-0.00109877437353,0.00852051,False
298,data/1_2024/shard-000477.tar,2918503,END,medium,4,182,186,442,-89.0,0.000495776534081,0.0062942802906,0.00606490671635,0.00576877593994,0.00089955329895,-0.00149573385715,0.0106677263975,0.00216591358185,0.0128336399794,0.000974178,True
299,data/1_2024/shard-000477.tar,2927375,END,mild,18,67,85,341,-24.5,0.000931158661842,0.00173140317202,0.00209526717663,0.00165417790413,0.00438417494297,0.00299134105444,-0.00192975252867,0.00175669789314,-0.000173054635525,0.01925683,False
300,data/1_2024/shard-000477.tar,2938375,END,mild,11,87,98,354,-38.0,0.00176857411861,0.00270357728004,0.00207823514938,0.000597536563873,0.00155013799667,0.00202791392803,-1.75982713699e-05,-0.00110311806202,-0.00112071633339,0.015465811,False
301,data/1_2024/shard-000477.tar,2944503,END,medium,35,82,117,373,-23.5,0.000525131821632,0.00124487280846,0.000579714775085,0.0013052970171,0.00258992612362,0.00325971841812,-0.000564888119698,-0.00133495032787,-0.00189983844757,0.017677486,False
302,data/1_2024/shard-000477.tar,2970503,END,mild,20,85,105,361,-32.5,-0.000403344631195,-0.000224106013775,0.00250012427568,0.00898100435734,0.00230766832829,0.00171191245317,0.00685257464647,0.00331998616457,0.010172560811,0.004706196,True
303,data/1_2024/shard-000477.tar,2975375,END,mild,21,85,106,362,-32.0,0.00312691926956,0.00144723057747,0.00345921516418,0.00193744897842,0.00393722951412,0.0016006976366,-0.00367946922779,0.00434851646423,0.000669047236443,0.004825436,True
304,data/1_2024/shard-000477.tar,2995503,START,mild,33,73,106,362,-20.0,-0.000468119978905,-0.000813141465187,-0.00113840401173,0.000662565231323,0.00403669476509,0.00336723029613,-0.00371915102005,0.000344201922417,-0.00337494909763,0.007363543,True
305,data/1_2024/shard-000477.tar,3001503,END,mild,9,97,106,362,-44.0,0.00939743965864,0.00716606527567,0.0104827284813,0.00295543670654,0.00367956608534,0.00242552161217,-0.00295550376177,0.00457070767879,0.00161520391703,0.022973053,False
306,data/1_2024/shard-000477.tar,3003503,END,mild,3,107,110,366,-52.0,-0.00112538039684,-0.000225715339184,0.000755093991756,0.0106746181846,0.00864522904158,0.00697682797909,0.00292905420065,0.00264921039343,0.00557826459408,0.004447028,True
307,data/1_2024/shard-000477.tar,3005503,START,mild,12,94,106,362,-41.0,-0.00291123241186,0.000652328133583,0.00145579129457,0.00513385981321,0.00330074131489,0.00209473818541,0.00539667904377,0.00200946629047,0.00740614533424,0.001930576,True
308,data/1_2024/shard-000477.tar,3041503,END,mild,4,102,106,362,-49.0,-0.00186710059643,0.000898249447346,0.000795722007751,0.0036666020751,0.00320033729076,0.00362102687359,0.00323161482811,-0.000523217022419,0.00270839780569,0.005419761,True
309,data/1_2024/shard-000477.tar,3045375,START,mild,4,58,62,318,-27.0,-0.00108128041029,-0.00158827006817,-0.00151637941599,0.00249747186899,0.00379655510187,0.00312240421772,-0.00180607289076,0.000746041536331,-0.00106003135443,0.010533296,False
310,data/1_2024/shard-000477.tar,3047375,START,medium,43,95,138,394,-26.0,0.00141882896423,-0.000487446784973,-7.03483819962e-05,0.000695019960403,0.00124844908714,0.000717401504517,-0.00245970487595,0.000948145985603,-0.00151155889034,0.008973494,False
311,data/1_2024/shard-000477.tar,3049375,START,medium,33,89,122,378,-28.0,0.00456141680479,0.00204741209745,0.00180020183325,0.00711287930608,0.00679036229849,0.00690114498138,-0.00219148769975,-0.000357992947102,-0.00254948064685,0.0320336,False
312,data/1_2024/shard-000477.tar,3055375,END,medium,11,136,147,403,-62.5,-0.00615533441305,0.00128140300512,0.00185851752758,0.00496411323547,0.00384899228811,-0.000561833381653,0.00855185836554,0.00498794019222,0.0135397985578,0.043264395,False
313,data/1_2024/shard-000477.tar,3080503,END,mild,3,103,106,362,-50.0,0.000703662633896,0.00384011864662,0.0045415610075,0.00669923424721,0.00212916731834,0.0021495372057,0.00776512920856,0.000695630908012,0.00846076011658,0.0064243,True
314,data/1_2024/shard-000477.tar,3084503,END,mild,21,72,93,349,-25.5,-0.000390037894249,0.00362686812878,0.00383778661489,0.00091265887022,0.00527616590261,0.00512956082821,-0.000346601009369,0.000357523560524,1.09225511551e-05,0.000548862,True
315,data/1_2024/shard-000477.tar,3091375,END,mild,5,100,105,361,-47.5,0.00199734419584,0.00677447021008,0.00728531181812,0.00317915529013,-0.000148043036461,-0.00119951367378,0.00810432434082,0.00156231224537,0.00966663658619,0.037635155,False
316,data/1_2024/shard-000477.tar,3100503,END,mild,26,74,100,356,-24.0,0.00047168135643,0.00196939706802,0.00177580118179,0.00022679567337,0.00109046697617,0.00214557349682,0.000634044408798,-0.00124870240688,-0.000614657998085,0.012877453,False
317,data/1_2024/shard-000477.tar,3123503,END,mild,17,57,74,330,-20.0,0.00119689106941,0.000923916697502,0.000981882214546,-0.00126802921295,0.00029356777668,0.000343129038811,-0.00183457136154,8.40425491333e-06,-0.00182616710663,0.021609366,False
318,data/1_2024/shard-000477.tar,3142375,START,mild,23,53,76,332,-15.0,0.000144436955452,0.000434920191765,0.000266164541245,0.00210212171078,0.000619024038315,0.000793814659119,0.00177358090878,-0.000343546271324,0.00143003463745,0.014474757,False
319,data/1_2024/shard-000477.tar,3197375,END,mild,21,85,106,362,-32.0,-0.00203476846218,0.000976711511612,0.00205335021019,0.0167628675699,0.00757679343224,0.00789885222912,0.0121975541115,0.000754579901695,0.0129521340132,0.018266361,False
320,data/1_2024/shard-000477.tar,3213375,END,mild,17,90,107,363,-36.5,0.00217053294182,0.000872373580933,1.17272138596e-05,-0.00125347077847,0.00322003662586,0.00390358269215,-0.00577166676521,-0.00154419243336,-0.00731585919857,0.015003182,False
321,data/1_2024/shard-000477.tar,3213503,END,mild,18,87,105,361,-34.5,-0.00966459512711,-0.00635513663292,-0.00413985550404,0.00172477215528,0.000444248318672,0.00141286849976,0.0045899823308,0.0012466609478,0.0058366432786,0.000137582,True
322,data/1_2024/shard-000477.tar,3214375,END,mild,5,82,87,343,-38.5,0.00176583230495,0.00575457513332,0.00353740900755,0.00654958933592,0.00522111356258,0.00330675393343,0.0053172186017,-0.00030280649662,0.00501441210508,0.001272961,True
323,data/1_2024/shard-000477.tar,3225503,END,mild,3,80,83,339,-38.5,-0.00369111448526,-0.00179871171713,-0.00782755762339,0.00254679471254,0.00549333542585,0.00624208897352,-0.00105413794518,-0.00677759945393,-0.0078317373991,0.006990358,True
324,data/1_2024/shard-000477.tar,3239503,START,medium,56,139,195,451,-41.5,-0.00285811722279,0.0133372470737,0.0131632462144,0.000779286026955,-0.00115956366062,0.000503875315189,0.018134213984,-0.00183743983507,0.0162967741489,0.0165966,False
325,data/1_2024/shard-000477.tar,3244503,END,mild,34,72,106,362,-19.0,0.000295266509056,0.000482060015202,0.000146940350533,0.000146396458149,0.000454753637314,0.000820122659206,-0.000121563673019,-0.000700488686562,-0.000822052359581,0.015752546,False
326,data/1_2024/shard-000477.tar,3256503,START,medium,32,141,173,429,-54.5,-0.00168892741203,0.00184489786625,0.000672668218613,0.00255382061005,0.000247493386269,-0.000601947307587,0.00584015250206,-0.000322788953781,0.00551736354828,0.023342818,False
327,data/1_2024/shard-000477.tar,3266375,START,medium,4,132,136,392,-64.0,-0.00337663665414,0.00546385347843,0.0040493644774,0.0033232010901,0.00778636708856,0.00917163863778,0.00437732413411,-0.00279976055026,0.00157756358385,0.013812192,False
328,data/1_2024/shard-000477.tar,3267375,START,mild,29,77,106,362,-24.0,0.00157856941223,0.00172010064125,0.0015362650156,0.0013473033905,0.00200305879116,0.00195607542992,-0.000514224171638,-0.000136852264404,-0.000651076436043,0.007496901,True
329,data/1_2024/shard-000477.tar,3291503,START,mild,1,105,106,362,-52.0,-0.00347159057856,-0.0015538148582,-0.00149080529809,0.000133823603392,0.00380611792207,0.00321855396032,-0.00175451859832,0.000650573521852,-0.00110394507647,0.002549153,True
330,data/1_2024/shard-000477.tar,3304503,START,mild,28,57,85,341,-14.5,-0.00300067663193,-0.00137171149254,-0.000486999750137,0.00204585492611,0.00176204741001,0.00153231620789,0.00191277265549,0.00111444294453,0.00302721560001,0.003098536,True
331,data/1_2024/shard-000477.tar,3309503,START,mild,0,85,85,341,-42.5,0.0020968914032,0.00219583511353,0.00242178142071,0.00546889007092,0.00622779130936,0.00701692700386,-0.000659957528114,-0.000563189387321,-0.00122314691544,0.010002583,False
332,data/1_2024/shard-000477.tar,3313503,END,mild,21,84,105,361,-31.5,0.00431987643242,0.0038557946682,0.00369526445866,0.00577630102634,0.00667931139469,0.00800356268883,-0.00136709213257,-0.00148478150368,-0.00285187363625,0.015024975,False
333,data/1_2024/shard-000477.tar,3338503,END,mild,3,103,106,362,-50.0,-0.00157363712788,-0.00243933498859,-0.00351399183273,0.0110690742731,0.0173223316669,0.00632072985172,-0.00711895525455,0.00992694497108,0.00280798971653,0.012161985,False
334,data/1_2024/shard-000477.tar,3357503,START,mild,31,74,105,361,-21.5,0.00103711336851,0.00182014703751,0.00164060294628,0.00140522420406,0.000637874007225,0.00103563070297,0.00155038386583,-0.000577300786972,0.000973083078861,0.004625171,True
335,data/1_2024/shard-000477.tar,3362375,START,mild,12,84,96,352,-36.0,-0.000119149684906,0.00872998684645,0.00669963657856,0.00136341154575,0.00258952379227,0.00234824419022,0.00762302428484,-0.00178907066584,0.005833953619,0.000250153,True
336,data/1_2024/shard-000477.tar,3378375,START,mild,19,45,64,320,-13.0,-0.000415340065956,-0.00046406686306,-0.000434383749962,-0.00602704286575,-0.00235609710217,-0.000887587666512,-0.00379240512848,-0.00136837363243,-0.00516077876091,0.007559903,True
337,data/1_2024/shard-000477.tar,3378503,START,mild,13,92,105,361,-39.5,0.00140450149775,0.00519061088562,0.00308865308762,0.0102660283446,0.00906832516193,0.00719082355499,0.00498381257057,-0.000224456191063,0.00475935637951,0.010867052,False
338,data/1_2024/shard-000477.tar,3379375,END,mild,28,79,107,363,-25.5,0.0048101991415,0.00352090597153,0.000435426831245,-0.000733360648155,0.0141960978508,0.00843387842178,-0.0162187516689,0.00267674028873,-0.0135420113802,0.009804234,False
339,data/1_2024/shard-000477.tar,3381375,END,medium,5,123,128,384,-59.0,-0.00410251319408,-0.000790491700172,-6.10649585724e-05,0.00619703531265,0.00323782861233,0.00372487306595,0.00627122819424,0.000242382287979,0.00651361048222,0.002376825,True
340,data/1_2024/shard-000477.tar,3382503,START,mild,27,79,106,362,-26.0,0.00157365202904,0.00478903949261,0.00416065752506,0.00113607198,0.00316908210516,0.00287816673517,0.00118237733841,-0.000337466597557,0.000844910740852,0.004405037,True
341,data/1_2024/shard-000477.tar,3383375,END,mild,3,99,102,358,-48.0,0.00301002711058,0.00160375237465,0.00192145258188,0.00628519058228,0.00310323387384,0.00324037671089,0.0017756819725,0.000180557370186,0.00195623934269,0.017565109,False
342,data/1_2024/shard-000477.tar,3403503,START,mild,12,98,110,366,-43.0,-0.00122026354074,-8.8706612587e-05,0.000615708529949,0.00741904973984,0.00870878994465,0.00869984924793,-0.000158183276653,0.000713355839252,0.000555172562599,0.001744635,True
343,data/1_2024/shard-000477.tar,3404503,START,mild,35,71,106,362,-18.0,0.00186341255903,0.00187700986862,0.00421926379204,-0.0011355355382,-0.000192455947399,-0.00044584274292,-0.000929482281208,0.00259564071894,0.00166615843773,0.009291619,False
344,data/1_2024/shard-000477.tar,3406375,END,mild,7,93,100,356,-43.0,0.00147128105164,0.000319719314575,-0.000477969646454,0.00594691932201,0.00560213625431,0.00634443759918,-0.000806778669357,-0.0015399903059,-0.00234676897526,0.003151078,True
345,data/1_2024/shard-000477.tar,3409503,END,mild,9,96,105,361,-43.5,0.00559908151627,0.00434255599976,0.00468237698078,0.000638261437416,-0.00155612826347,-0.000943973660469,0.00093786418438,-0.000272333621979,0.000665530562401,0.020039722,False
346,data/1_2024/shard-000477.tar,3416503,START,mild,18,71,89,345,-26.5,0.00370916724205,0.00214655697346,0.00167508423328,0.00236821174622,0.001858741045,0.00144961476326,-0.00105313956738,-6.23464584351e-05,-0.00111548602581,0.017573074,False
